record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title,abstract,pubmed_title,pubmed_journal,pubmed_year,pubmed_doi,publication_types,mesh_terms,abstract_retrieval_status,abstract_source,title_abstract_screen_decision,title_abstract_exclusion_reason,title_abstract_confidence,human_participants_flag,acupuncture_like_intervention_flag,functional_brain_imaging_flag,original_empirical_data_flag,sham_or_placebo_flag,likely_coordinate_candidate_flag,needs_full_text_review,reviewer_notes
DUP_00579,Embase,"Comparison of two electroacupuncture regimens on symptoms and brain structures in breast cancer survivors: A randomized, controlled trial.",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2025,Journal of Clinical Oncology,,,DUP_00579,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,comparison of two electroacupuncture regimens on symptoms and brain structures in breast cancer survivors a randomized controlled trial,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00786,Embase,Effect of acupuncture treatment for upper limb on cortical activation and functional connectivity: A fNIRS study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2025,Biomedical Signal Processing and Control,,,DUP_00786,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; non_fMRI_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effect of acupuncture treatment for upper limb on cortical activation and functional connectivity a fnirs study,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00933,Embase,Electroacupuncture Links Nociceptive and Nociplastic Pain via Brain Activation in Fibromyalgia,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2025,Journal of Pain,,,DUP_00933,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,electroacupuncture links nociceptive and nociplastic pain via brain activation in fibromyalgia,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01634,Embase,Selective Plasticity of Hippocampal Sub-Regions in the Amnestic Mild Cognitive Impairment After Acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2025,Brain and Behavior,,,DUP_01634,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,selective plasticity of hippocampal sub regions in the amnestic mild cognitive impairment after acupuncture,,,,,,,,no_pmid,,exclude,not_functional_brain_imaging,medium,unclear,yes,no,,no,no,,
DUP_00326,Embase,Analgesic effect of electroacupuncture on pain in Parkinson's disease and mechanism based on rs-fMRI,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,Parkinsonism and Related Disorders,,,DUP_00326,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,analgesic effect of electroacupuncture on pain in parkinson s disease and mechanism based on rs fmri,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00327,Embase,Analgesic Effect of Electroacupuncture on Relieving Pain in Parkinson's disease (PD) and the Mechanism Based on RS-fMRI,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,Movement Disorders,,,DUP_00327,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,analgesic effect of electroacupuncture on relieving pain in parkinson s disease pd and the mechanism based on rs fmri,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00883,Embase,Efficacy and Mechanism Study of Acupuncture Combined With Neuromodulation Technology for Post-Stroke Aphasia Based on Multimodal Functional Magnetic Resonance Imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_00883,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,efficacy and mechanism study of acupuncture combined with neuromodulation technology for post stroke aphasia based on multimodal functional magnetic resonance imaging,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00885,Embase,Efficacy and Olfactory Network of Electro-acupuncture for Subjective Cognitive Decline: A Multicenter Randomized Controlled Trial and fMRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_00885,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,efficacy and olfactory network of electro acupuncture for subjective cognitive decline a multicenter randomized controlled trial and fmri study,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00978,Embase,Evaluation of Therapeutic Effect and Brain Mechanism of Electroacupuncture in Treating Agitation Symptoms of Alzheimer's Disease,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_00978,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,evaluation of therapeutic effect and brain mechanism of electroacupuncture in treating agitation symptoms of alzheimer s disease,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01256,Embase,Mechanistic investigation of acupuncture treatment in patients with migraine: Evidence from brain imaging study (I),no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,World Journal of Acupuncture - Moxibustion,,,DUP_01256,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,mechanistic investigation of acupuncture treatment in patients with migraine evidence from brain imaging study i,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01688,Embase,Study on Imaging Characteristics and Predictive Radiology of Brain Network Regulation by Acupuncture in Patients with Painful Temporomandibular Disorders,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_01688,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,study on imaging characteristics and predictive radiology of brain network regulation by acupuncture in patients with painful temporomandibular disorders,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01714,Embase,Temporal-Spatial Acupuncture Effects on Poststroke Sensorimotor Cortex via Yanglingquan (GB34),no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,Neural Plasticity,,,DUP_01714,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,temporal spatial acupuncture effects on poststroke sensorimotor cortex via yanglingquan gb34,,,,,,,,no_pmid,,exclude,not_functional_brain_imaging,medium,unclear,yes,no,,no,no,,
DUP_01929,Embase,Uncovering the mechanisms by which acupuncture improves motor function after stroke through neuroplasticity revealed by magnetic resonance imaging techniques,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,International Journal of Radiation Research,,,DUP_01929,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,uncovering the mechanisms by which acupuncture improves motor function after stroke through neuroplasticity revealed by magnetic resonance imaging techniques,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00331,Embase,Analysis of changes in connectivity of resting brain functional network before and after acupuncture combined with language rehabilitation training in patients with basal ganglia aphasia after stroke,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2023,Journal of Chinese Physician,,,DUP_00331,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,analysis of changes in connectivity of resting brain functional network before and after acupuncture combined with language rehabilitation training in patients with basal ganglia aphasia after stroke,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00561,Embase,Cognitive Training to Enhance Brain-to-brain Concordance During Acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2023,clinicaltrials.gov,,,DUP_00561,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,cognitive training to enhance brain to brain concordance during acupuncture,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00613,Embase,"Corrigendum: Altered Functional Activity and Functional Connectivity of Seed Regions Based on ALFF Following Acupuncture Treatment in Patients with Stroke Sequelae with Unilateral Limb Numbness (Neuropsychiatr Dis Treat. 2023, 19, 233–245)",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2023,Neuropsychiatric Disease and Treatment,,,DUP_00613,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,corrigendum altered functional activity and functional connectivity of seed regions based on alff following acupuncture treatment in patients with stroke sequelae with unilateral limb numbness neuropsychiatr dis treat 2023 19 233 245,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00616,Embase,"Corrigendum: Modulations of static and dynamic functional connectivity among brain networks by electroacupuncture in post-stroke aphasia (Front. Neurol., (2022), 13, 956931, 10.3389/fneur.2022.956931)",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2023,Frontiers in Neurology,,,DUP_00616,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,corrigendum modulations of static and dynamic functional connectivity among brain networks by electroacupuncture in post stroke aphasia front neurol 2022 13 956931 10 3389 fneur 2022 956931,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01336,Embase,Neural control of cerebral blood flow: scientific basis of scalp acupuncture in treating brain diseases,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2023,Frontiers in Neuroscience,,,DUP_01336,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,neural control of cerebral blood flow scientific basis of scalp acupuncture in treating brain diseases,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01511,Embase,Probing the flexible internal state transition and low-dimensional manifold dynamics of human brain with acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2023,Biomedical Signal Processing and Control,,,DUP_01511,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,probing the flexible internal state transition and low dimensional manifold dynamics of human brain with acupuncture,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00820,Embase,"Effects and Central Mechanism of Electroacupuncture and MRI-navigated rTMS for PSD: a fMRI-based Single-center, Randomized, Controlled, Assessor-blinded Trial",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2022,clinicaltrials.gov,,,DUP_00820,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effects and central mechanism of electroacupuncture and mri navigated rtms for psd a fmri based single center randomized controlled assessor blinded trial,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01182,Embase,Investigating the Effects of Autonomous Sensory Meridian Response (ASMR) Stimulation on the Functional Connectivity of the Default Mode Network,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2022,clinicaltrials.gov,,,DUP_01182,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,investigating the effects of autonomous sensory meridian response asmr stimulation on the functional connectivity of the default mode network,,,,,,,,no_pmid,,exclude,not_acupuncture_like_intervention,medium,unclear,no,yes,,no,no,,
DUP_01207,Embase,Latent Characteristics and Neural Manifold of Brain Functional Network Under Acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2022,IEEE Transactions on Neural Systems and Rehabilitation Engineering,,,DUP_01207,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,latent characteristics and neural manifold of brain functional network under acupuncture,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01569,Embase,Research on resting spontaneous brain activity and functional connectivity of acupuncture at uterine acupoints,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2022,Digital Chinese Medicine,,,DUP_01569,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,research on resting spontaneous brain activity and functional connectivity of acupuncture at uterine acupoints,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01684,Embase,Study on brain network function of the specific connection between Hégǔ (合谷LI4) and the facial-oral area,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2022,World Journal of Acupuncture - Moxibustion,,,DUP_01684,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; acupuncture_adjacent_modality_flag,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,study on brain network function of the specific connection between he gu li4 and the facial oral area,,,,,,,,no_pmid,,exclude,not_acupuncture_like_intervention,medium,unclear,no,yes,,no,no,,
DUP_01771,Embase,The Effect of Laser Acupuncture in Different Meridians on the Autonomic Nervous System and Its Brain Mechanisms,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2022,clinicaltrials.gov,,,DUP_01771,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; acupuncture_adjacent_modality_flag,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,the effect of laser acupuncture in different meridians on the autonomic nervous system and its brain mechanisms,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00250,Embase,Acupuncture Treatment Modulates the Hypothalamus Functional Connectivity in Patients With Chronic Insomnia Disorder,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,International Journal of Psychophysiology,,,DUP_00250,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,include,carried over from first title screen,high,acupuncture treatment modulates the hypothalamus functional connectivity in patients with chronic insomnia disorder,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00335,Embase,Analysis of the differences in brain function response after acupuncture and moxibustion at Zúsānlĭ (足三里ST36) in the patients with functional dyspepsia based on fractional amplitude of low frequency fluctuation of rest functional magnetic resonance imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,World Journal of Acupuncture - Moxibustion,,,DUP_00335,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,analysis of the differences in brain function response after acupuncture and moxibustion at zu sa nli st36 in the patients with functional dyspepsia based on fractional amplitude of low frequency fluctuation of rest functional magnetic resonance imaging,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00521,Embase,Changed ACC-DMN functional connectivity after acupuncture with deqi for functional dyspepsia treatment,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,World Journal of Acupuncture - Moxibustion,,,DUP_00521,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,changed acc dmn functional connectivity after acupuncture with deqi for functional dyspepsia treatment,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00612,Embase,"Corrigendum: Acupuncture With deqi Modulates the Hemodynamic Response and Functional Connectivity of the Prefrontal-Motor Cortical Network (Front. Neurosci., (2021), 15, (693623), 10.3389/fnins.2021.693623)",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Frontiers in Neuroscience,,,DUP_00612,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,corrigendum acupuncture with deqi modulates the hemodynamic response and functional connectivity of the prefrontal motor cortical network front neurosci 2021 15 693623 10 3389 fnins 2021 693623,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00810,Embase,Effect of “three-tong acupuncture” on brain function of patients with spinal cord injury based on magnetic resonance technology,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Chinese Journal of Tissue Engineering Research,,,DUP_00810,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,effect of three tong acupuncture on brain function of patients with spinal cord injury based on magnetic resonance technology,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00819,Embase,Effectiveness of Yamamoto's New Skull Acupuncture (YNSA) on Resting State Brain Networks,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,clinicaltrials.gov,,,DUP_00819,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effectiveness of yamamoto s new skull acupuncture ynsa on resting state brain networks,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01308,Embase,Multi-brain functional connectivity during electro-acupuncture in patient-clinician dyads: an electroencephalography (EEG) hyperscan approach,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Journal of Alternative and Complementary Medicine,,,DUP_01308,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; non_fMRI_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,multi brain functional connectivity during electro acupuncture in patient clinician dyads an electroencephalography eeg hyperscan approach,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01309,Embase,Multi-brain functional connectivity during electro-acupuncture in patientclinician dyads: An electroencephalography (EEG) hyperscan approach,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Journal of Alternative and Complementary Medicine,,,DUP_01309,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; non_fMRI_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,multi brain functional connectivity during electro acupuncture in patientclinician dyads an electroencephalography eeg hyperscan approach,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01333,Embase,Neural and behavioral correlates of patient-clinician therapeutic alliance in a longitudinal acupuncture intervention: An fMRI hyper-scanning study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Journal of Alternative and Complementary Medicine,,,DUP_01333,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,neural and behavioral correlates of patient clinician therapeutic alliance in a longitudinal acupuncture intervention an fmri hyper scanning study,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01539,Embase,Randomized Propective Study Evaluating the Impact of an Acupuncture Session in Healthy Volunteers on the Kinetics of Cerebral Activity Using the Bispectral Index (BIS),no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,clinicaltrials.gov,,,DUP_01539,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,randomized propective study evaluating the impact of an acupuncture session in healthy volunteers on the kinetics of cerebral activity using the bispectral index bis,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01556,Embase,Regulated aberrant amygdala functional connectivity in premenstrual syndrome via electro-acupuncture stimulation at sanyinjiao acupointSP6,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Gynecological Endocrinology,,,DUP_01556,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,regulated aberrant amygdala functional connectivity in premenstrual syndrome via electro acupuncture stimulation at sanyinjiao acupointsp6,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01624,Embase,S1 functional connectivity during rest and electro-acupuncture tracks median nerve and patient function improvement following acupuncture for carpal tunnel syndrome,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,Journal of Pain,,,DUP_01624,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,s1 functional connectivity during rest and electro acupuncture tracks median nerve and patient function improvement following acupuncture for carpal tunnel syndrome,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
