record_id,original_title,best_pmid,best_match_title,title_match_score,search_strategy,has_abstract,pubmed_doi,outcome
DUP_01023,fMRI Measurements on the Effect of Transcutaneous Electrical Nerve Stimulation (TENS) on Acupuncture Points Verses Spontaneous Normal Vaginal Delivery to Relief of Labor Pain,34723754,"Effect of massage, passive neural mobilization and transcutaneous electrical nerve stimulation on magnetic resonance diffusion tensor imaging (MR-DTI) of the tibial nerve in a patient with type 2 diabetes mellitus induced neuropathy: a case report.",0.364,short_title_field,True,10.1080/09593985.2021.1994070,low_confidence_match
DUP_01103,Hegu acupoint of patient with peripheral facial paralysis by electroacupuncture: A functional MRI study,30942031,[A controlled study on the therapeutic effect of acupuncture and acupuncture combined with drugs on peripheral facial paralysis with normal result of facial nerve magnetic resonance examination].,0.5,short_title_field,True,10.13703/j.0255-2930.2019.02.007,possible_match
DUP_01306,"MRI cerebral function imaging following acupuncture at Hegu, Zusanli, Neiguan and Sanyinjiao points",41561334,Electroacupuncture to improve post-stroke cognitive function and modulate cerebral iron deposition: a randomized controlled trial protocol using MRI.,0.308,phrase_search,True,10.3389/fneur.2025.1708739,low_confidence_match
DUP_01328,Needling sensation: Explanation of incongruent conclusion drawn from acupuncture fMRI study [1],17309370,Needling sensation: explanation of incongruent conclusion drawn from acupuncture FMRI study.,0.917,phrase_search,False,10.1089/acm.2006.6217,found_no_abstract
DUP_00682,Different cerebellar responding to acupuncture at Liv3 and LI4: An fMRI study,,,0.0,,False,,no_match_found
DUP_01025,"fMRI study of acupuncture at ""four gate points"" on normal aging people",,,0.0,,False,,no_match_found
DUP_01676,Study of acupuncture point Liv 3 with functional MRI,,,0.0,,False,,no_match_found
DUP_00115,Acupuncture at shenmen acupoint for brain functional MRI of patients with Alzheimer disease,38092531,Effect of acupuncture at the acupoints for Yizhi Tiaoshen on the functional connectivity between the hippocampus and the brain in the patients with Alzheimer's disease.,0.692,phrase_search,True,10.13703/j.0255-2930.20230405-0002,possible_match
DUP_00531,Changes of brain function in different areas of cerebral cortices due to electroacupuncture at the point ST36 through MRI,32612281,Electroacupuncture at Zusanli and at Neiguan characterized point specificity in the brain by metabolomic analysis.,0.333,key_phrases,True,10.1038/s41598-020-67766-0,low_confidence_match
DUP_01560,Relationship between cerebral function and Kuangming and Taichong acupoints detected with functional MRI,,,0.0,,False,,no_match_found
DUP_01713,Temporal cluster for the anlaysis of the fMRI characteristics of acupuncture at Hegu acupoint,,,0.0,,False,,no_match_found
DUP_01067,Functional magnetic resonance tomography in acupuncture research,41839611,[Application and research progress of fMRI in acupuncture treatment for ischemic stroke].,0.429,phrase_search,True,10.13703/j.0255-2930.20250331-0003,low_confidence_match
DUP_01293,Modulatory Effect of Acupuncture on Human Brain Activity,39499594,Spatiotemporal Dynamics of Periodic and Aperiodic Brain Activity Under Peripheral Nerve Stimulation With Acupuncture.,0.5,phrase_search,True,10.1109/TNSRE.2024.3492014,possible_match
DUP_00019,A functional magnetic resonance imaging study comparing brain activations during language task with activations during electrical stimulation of language-implicated acupoints,42149281,Vessel wall enhancement in brain arteriovenous malformations: associations with imaging and histopathological markers of instability.,0.222,phrase_search,True,10.1007/s10143-026-04336-4,low_confidence_match
DUP_01042,Functional Brain Imaging - Acupuncture and Osteoarthritis,41642427,Brain functional basis of the association between positive expectation and acupuncture efficacy in knee osteoarthritis.,0.833,phrase_search,True,10.1007/s11682-026-01094-1,found_with_abstract
DUP_00201,acupuncture modulates the limbic system and subcortical gray structures of the human brain - Direct evidence by fMRI,11203472,"[Hui KK, Liu J, Makris N, Gollub RL, CHen AJ, Moore CI, Kennedy DN, Rosen BR, Kwong KK: Acupuncture modulates the limbic system and subcortical gray structures of the human brain: Evidence from fMRI studies in normal subjects. Hum Brain Mapp 2000; 9: 13-25].",0.875,phrase_search,False,,found_no_abstract
DUP_00472,Brain response and Kirlian photography of the cat under acupuncture,,,0.0,,False,,no_match_found
