record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title
DUP_00533,Embase,Changes of regional brain activity following Tuina therapy for patients with painful cervical spondylosis: a resting-state fMRI study,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Neurology,,,DUP_00533,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,medium,strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,changes of regional brain activity following tuina therapy for patients with painful cervical spondylosis a resting state fmri study
DUP_00552,Embase,Clinical Evaluation of Acupuncture Treatment on Alzheimer's Disease in APOE e4 Carriers and Non-Carriers: A Randomized Controlled Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,clinicaltrials.gov,,,DUP_00552,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term,,exclude,carried over from first title screen,medium,clinical evaluation of acupuncture treatment on alzheimer s disease in apoe e4 carriers and non carriers a randomized controlled trial
DUP_00559,Embase; PubMed,Cognitive and Hippocampal Changes in Older Adults With Subjective Cognitive Decline After Acupuncture Intervention,yes,pmid_match,123,38521736,Cognitive and Hippocampal Changes in Older Adults With Subjective Cognitive Decline After Acupuncture Intervention,yes,full_text_review_existing_pdf,"Wang X, Zhou H, Yan CQ, Shi GX, Zhou P, Huo JW, Yang JW, Zhang YN, Wang L, Cao Y, Liu CZ.",2024,Am J Geriatr Psychiatry,10.1016/j.jagp.2024.03.001,38521736,DUP_00559,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,cognitive and hippocampal changes in older adults with subjective cognitive decline after acupuncture intervention
DUP_00593,Embase; PubMed,Contralateral acupuncture for migraine without aura: a randomized trial protocol with multimodal MRI,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chen Z, Li Q, Lu Y, Huang G, Huang Y, Pei X, Gong Y, Zhang B, Tang X, Liu Z, Guo T, Liang F.",2024,Front Neurosci,10.3389/fnins.2024.1344235,38560045,DUP_00593,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; possible_brain_neuro_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,contralateral acupuncture for migraine without aura a randomized trial protocol with multimodal mri
DUP_00592,Embase,"Contralateral acupuncture, a technique to be explored. Considerations on its neurophysiological mechanism",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Revista Internacional de Acupuntura,,,DUP_00592,records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; animal_flag,,exclude,carried over from first title screen,high,contralateral acupuncture a technique to be explored considerations on its neurophysiological mechanism
DUP_00614,Embase,"Corrigendum: Immediate modulatory effects of transcutaneous vagus nerve stimulation on patients with Parkinson's disease: a crossover self-controlled fMRI study (Frontiers in Aging Neuroscience, (2024), 16, (1444703), 10.3389/fnagi.2024.1444703)",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Aging Neuroscience,,,DUP_00614,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,medium,strong_fMRI_neuroimaging_term; sham_placebo_control_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,corrigendum immediate modulatory effects of transcutaneous vagus nerve stimulation on patients with parkinson s disease a crossover self controlled fmri study frontiers in aging neuroscience 2024 16 1444703 10 3389 fnagi 2024 1444703
DUP_00631,Embase,"Cortico-spinal Mechanisms of TENS-induced Analgesia: A Single-Blind, Three-Arm, fMRI-Based Randomized Controlled Trial",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,bioRxiv,,,DUP_00631,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,medium,strong_fMRI_neuroimaging_term; sham_placebo_control_term; mechanism_deqi_pain_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,cortico spinal mechanisms of tens induced analgesia a single blind three arm fmri based randomized controlled trial
DUP_00645,PubMed,Daoyin therapy in chronic neck pain: study protocol for a randomized controlled trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chen X, Zhu M, Li W, Wang D, Liu J.",2024,BMC Complement Med Ther,10.1186/s12906-024-04386-5,38491439,DUP_00645,PUBMED_0518.csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,sham_placebo_control_term; mechanism_deqi_pain_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,daoyin therapy in chronic neck pain study protocol for a randomized controlled trial
DUP_00651,Embase,Decoding state-dependent cortical-cerebellar cellular functional connectivity in the mouse brain,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Cell Reports,,,DUP_00651,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,decoding state dependent cortical cerebellar cellular functional connectivity in the mouse brain
DUP_00656,Embase; PubMed,Deep source transfer learning for the estimation of internal brain dynamics using scalp EEG,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Yu H, Hu Z, Zhao Q, Liu J.",2024,Cogn Neurodyn,10.1007/s11571-024-10149-2,39712104,DUP_00656,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term; non_fMRI_modality_flag,,exclude,carried over from first title screen,high,deep source transfer learning for the estimation of internal brain dynamics using scalp eeg
DUP_00705,PubMed,Disease spectrum and strategy of acupuncture and moxibustion in treatment of encephalopathy,no,no_match,,,,no,do_not_retrieve_unless_spot_check,DU Y.,2024,Zhongguo Zhen Jiu,10.13703/j.0255-2930.20231218-0001,38621721,DUP_00705,PUBMED_0518.csv,,,,exclude,animal/non-human study,high,acupuncture_term; animal_flag; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,high,disease spectrum and strategy of acupuncture and moxibustion in treatment of encephalopathy
DUP_00733,Embase,Editorial: New approaches to evaluation and management of dysphagia in neurological disease,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Neurology,,,DUP_00733,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,review_or_non_original_flag,,exclude,carried over from first title screen,high,editorial new approaches to evaluation and management of dysphagia in neurological disease
DUP_00734,Embase,Editorial: New insights into brain imaging methods for rehabilitation of brain diseases,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Neuroscience,,,DUP_00734,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,editorial new insights into brain imaging methods for rehabilitation of brain diseases
DUP_00738,Embase,EEG-Based Cortical Alterations in Individuals With Chronic Knee Pain Secondary to Osteoarthritis: A Cross-sectional Investigation,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Journal of Pain,,,DUP_00738,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term; mechanism_deqi_pain_term; animal_flag; non_fMRI_modality_flag,,exclude,carried over from first title screen,high,eeg based cortical alterations in individuals with chronic knee pain secondary to osteoarthritis a cross sectional investigation
DUP_00757,Embase,Effect of acupuncture for anisometropic amblyopia: A randomized clinical trial and potential mechanism,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,World Journal of Acupuncture - Moxibustion,,,DUP_00757,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,effect of acupuncture for anisometropic amblyopia a randomized clinical trial and potential mechanism
DUP_00778,Embase,Effect of Acupuncture on the Microbiota-gut-brain Axis in Crohn's Disease,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,clinicaltrials.gov,,,DUP_00778,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,exclude,mechanistic/non-neuroimaging topic; not likely fMRI study,medium,effect of acupuncture on the microbiota gut brain axis in crohn s disease
DUP_00808,Embase; PubMed,Effect of Specific mode electroacupuncture stimulation combined with NGF during the ischaemic stroke: Study protocol for a randomized controlled trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Dai M, Zhao Y, Jia Z, Xu S, Xu N, Wu X, Liu J, Wu L, Yu K, Lin X.",2024,Clinics (Sao Paulo),10.1016/j.clinsp.2024.100451,39033586,DUP_00808,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,effect of specific mode electroacupuncture stimulation combined with ngf during the ischaemic stroke study protocol for a randomized controlled trial
DUP_00816,Embase; PubMed,Effectiveness of Korean medicine treatments in improving cognitive function and prefrontal cortex activity in older individuals with mild cognitive impairment: retrospective observational study,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Choi Y, Lee K, Yang C, Kwon CY, Keum J, Jang JH.",2024,Front Neurol,10.3389/fneur.2024.1440111,39539667,DUP_00816,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term,,exclude,carried over from first title screen,high,effectiveness of korean medicine treatments in improving cognitive function and prefrontal cortex activity in older individuals with mild cognitive impairment retrospective observational study
DUP_00821,Embase; PubMed,"Effects and central mechanism of electroacupuncture and MRI-navigated rTMS for PSD: study protocol for an fMRI-based single-center, randomized, controlled, open-label trial",no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Lu H, Wang Y, Shen D, Ruan J, Lu J, Wang L, Song Y, Fan J, Li D, Shi L, Xia M, Xu T.",2024,Front Psychiatry,10.3389/fpsyt.2023.1226777,38250275,DUP_00821,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,effects and central mechanism of electroacupuncture and mri navigated rtms for psd study protocol for an fmri based single center randomized controlled open label trial
DUP_00829,Embase; PubMed,"Effects of acupuncture at limb Acupoints-Guangming (GB37) on UDVA, CS, and EEG microstate in myopia",no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Wang Z, Yan H, Su K, Wu R, Wang L, Bi H, Wu J.",2024,Front Neurosci,10.3389/fnins.2024.1492529,39640293,DUP_00829,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; non_fMRI_modality_flag,,exclude,carried over from first title screen,medium,effects of acupuncture at limb acupoints guangming gb37 on udva cs and eeg microstate in myopia
DUP_00855,Embase,Effects of electroacupuncture on postoperative cognitive dysfunction and its underlying mechanisms: a literature review of rodent studies,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Aging Neuroscience,,,DUP_00855,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag; animal_flag,,exclude,carried over from first title screen,high,effects of electroacupuncture on postoperative cognitive dysfunction and its underlying mechanisms a literature review of rodent studies
DUP_00860,Embase; PubMed,Effects of glabellar botulinum toxin injections on resting-state functional connectivity in borderline personality disorder,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Schulze J, Sinke C, Neumann I, Wollmer MA, Kruger THC.",2024,Eur Arch Psychiatry Clin Neurosci,10.1007/s00406-023-01563-4,36991143,DUP_00860,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,effects of glabellar botulinum toxin injections on resting state functional connectivity in borderline personality disorder
DUP_00864,Embase; PubMed,Effects of Manual Acupuncture Versus Sham Acupuncture in patients with Post-Stroke Depression: A Randomized Clinical Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Wei C, Chen J, Yang Q, Xu J, Li Q, Li F, Liu Y, Luo J.",2024,Neurol Ther,10.1007/s40120-024-00672-z,39453561,DUP_00864,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term,,exclude,carried over from first title screen,medium,effects of manual acupuncture versus sham acupuncture in patients with post stroke depression a randomized clinical trial
DUP_00880,Embase; PubMed,"Efficacy and cerebral mechanisms of acupuncture for chronic obstructive pulmonary disease: study protocol for a multicenter, randomized controlled neuroimaging trial",no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Chen X, Xiong C, Xiao W, Du L, Liu M, Yu Y, Liao C, Zhang C, Li Y, Mao B, Fu J.",2024,Front Neurol,10.3389/fneur.2024.1363225,38988597,DUP_00880,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,efficacy and cerebral mechanisms of acupuncture for chronic obstructive pulmonary disease study protocol for a multicenter randomized controlled neuroimaging trial
DUP_00881,PubMed,Efficacy and Mechanism of Acupoint Catgut Embedding in the Treatment of Chronic Spontaneous Urticaria: Protocol for a Randomized Double-Blind Placebo-Controlled Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Bi J, Liu L, Fan Z, Qu S, Yang J, Xu C, Cui B.",2024,JMIR Res Protoc,10.2196/54376,39083341,DUP_00881,PUBMED_0518.csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,efficacy and mechanism of acupoint catgut embedding in the treatment of chronic spontaneous urticaria protocol for a randomized double blind placebo controlled trial
DUP_00883,Embase,Efficacy and Mechanism Study of Acupuncture Combined With Neuromodulation Technology for Post-Stroke Aphasia Based on Multimodal Functional Magnetic Resonance Imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_00883,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,efficacy and mechanism study of acupuncture combined with neuromodulation technology for post stroke aphasia based on multimodal functional magnetic resonance imaging
DUP_00885,Embase,Efficacy and Olfactory Network of Electro-acupuncture for Subjective Cognitive Decline: A Multicenter Randomized Controlled Trial and fMRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_00885,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,efficacy and olfactory network of electro acupuncture for subjective cognitive decline a multicenter randomized controlled trial and fmri study
DUP_00891,Embase,Efficacy of acupuncture and rehabilitation therapy on brain function activation area and neurological function in ischemic stroke: A systematic review and meta-analysis,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,PLoS ONE,,,DUP_00891,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; possible_brain_neuro_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,efficacy of acupuncture and rehabilitation therapy on brain function activation area and neurological function in ischemic stroke a systematic review and meta analysis
DUP_00895,Embase,Efficacy of combination scalp acupuncture for post-stroke cognitive impairment: a systematic review and meta-analysis,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Frontiers in Neuroscience,,,DUP_00895,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,efficacy of combination scalp acupuncture for post stroke cognitive impairment a systematic review and meta analysis
DUP_00896,Embase,Efficacy of Qigong Exercise on Sleep Quality and Heart Rate Variability in Patients With Fibromyalgia,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,clinicaltrials.gov,,,DUP_00896,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,animal_flag,,exclude,carried over from first title screen,high,efficacy of qigong exercise on sleep quality and heart rate variability in patients with fibromyalgia
DUP_00904,Embase,Electro-acupuncture to Treat Disorder of Consciousness,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,clinicaltrials.gov,,,DUP_00904,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,electro acupuncture to treat disorder of consciousness
DUP_00906,Embase; PubMed,Electroacupuncture Activated Impaired Brain Areas and Improved Mental Status and Sleep Quality in Primary Insomnia Patients,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Qiu G, Wang L, Liao W, Liu Y, Wen Z, Zou G, Wu T, Chen J.",2024,Altern Ther Health Med,,38064617,DUP_00906,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,human_check,brain/neural term present but imaging modality/design unclear from title,medium,electroacupuncture activated impaired brain areas and improved mental status and sleep quality in primary insomnia patients
DUP_00909,Embase; PubMed,Electroacupuncture alters brain network functional connectivity in subacute stroke: A randomised crossover trial,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Li M, Zou F, Zheng T, Zou W, Li H, Lin Y, Peng L, Zheng S.",2024,Medicine (Baltimore),10.1097/MD.0000000000037686,38579054,DUP_00909,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,electroacupuncture alters brain network functional connectivity in subacute stroke a randomised crossover trial
DUP_00924,Embase; PubMed,Electroacupuncture Enhances the Functional Connectivity of Limbic System to Neocortex in the 5xFAD Mouse Model of Alzheimer's Disease,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Xu M, Lin R, Wen H, Wang Y, Wong J, Peng Z, Liu L, Nie B, Luo J, Tang X, Cui S.",2024,Neuroscience,10.1016/j.neuroscience.2024.02.025,38423162,DUP_00924,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,electroacupuncture enhances the functional connectivity of limbic system to neocortex in the 5xfad mouse model of alzheimer s disease
DUP_00931,Embase; PubMed,Electroacupuncture improves vascular cognitive impairment no dementia: A Randomized Clinical Trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Lin R, Dai Y, Xu J, Xu Y, Huang J, Tao J, Liu J, Yang M, Liang S, Liu W, Chen L.",2024,J Stroke Cerebrovasc Dis,10.1016/j.jstrokecerebrovasdis.2024.107788,38878393,DUP_00931,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,electroacupuncture improves vascular cognitive impairment no dementia a randomized clinical trial
DUP_00934,Embase; PubMed,Electroacupuncture modulates abnormal brain connectivity after ischemia reperfusion injury in rats: A graph theory-based approach,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Li SS, Xing XX, Hua XY, Zhang YW, Wu JJ, Shan CL, Wang H, Zheng MX, Xu JG.",2024,Brain Behav,10.1002/brb3.3504,38698583,DUP_00934,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag,,exclude,carried over from first title screen,high,electroacupuncture modulates abnormal brain connectivity after ischemia reperfusion injury in rats a graph theory based approach
DUP_00947,Embase; PubMed,Electroacupuncture stimulation modulates functional brain connectivity in the treatment of pediatric cerebral palsy: a case report,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Sun Z, Li C, Sun L, Yang W, Qu X, Li Y, Duan X, Guo F, Sun X, Yang M, Qi T, Zhu L, Wang S, Xia Y, Du Y, Luo S, Li L, Gu Y, Wang Y, Yang L.",2024,Front Psychiatry,10.3389/fpsyt.2024.1392958,38751414,DUP_00947,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,exclude,clear non-original article type at title level,high,electroacupuncture stimulation modulates functional brain connectivity in the treatment of pediatric cerebral palsy a case report
DUP_00956,Embase,Emergency Department Acupuncture Is a Promising Option That Deserves an Open Mind and Continued Rigor,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,Annals of Emergency Medicine,,,DUP_00956,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,emergency department acupuncture is a promising option that deserves an open mind and continued rigor
DUP_00962,Embase; PubMed,Enhancing Deep Sleep Induction Through a Wireless In-Ear EEG Device Delivering Binaural Beats and ASMR: A Proof-of-Concept Study,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Hestermann E, Schreve K, Vandenheever D.",2024,Sensors (Basel),10.3390/s24237471,39686008,DUP_00962,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,non_fMRI_modality_flag,,exclude,carried over from first title screen,high,enhancing deep sleep induction through a wireless in ear eeg device delivering binaural beats and asmr a proof of concept study
DUP_00973,Embase; PubMed,Evaluation of Acupuncture Efficacy in Modulating Brain Activity With Periodic-Aperiodic EEG Measurements,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Yu H, Li F, Liu J, Liu D, Guo H, Wang J, Li G.",2024,IEEE Trans Neural Syst Rehabil Eng,10.1109/TNSRE.2024.3421648,38949930,DUP_00973,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; non_fMRI_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,evaluation of acupuncture efficacy in modulating brain activity with periodic aperiodic eeg measurements
DUP_00978,Embase,Evaluation of Therapeutic Effect and Brain Mechanism of Electroacupuncture in Treating Agitation Symptoms of Alzheimer's Disease,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2024,clinicaltrials.gov,,,DUP_00978,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,evaluation of therapeutic effect and brain mechanism of electroacupuncture in treating agitation symptoms of alzheimer s disease
DUP_00998,Embase; PubMed,Exploring the central mechanism of mind-regulation electroacupuncture in treatment of chronic fatigue syndrome with anxiety and depression comorbidity based on functional magnetic resonance imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Zeng X, Feng C, Zhang M, Cheng W, Sun Z, Yang T.",2024,Zhongguo Zhen Jiu,10.13703/j.0255-2930.20230603-k0003,38191152,DUP_00998,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,exploring the central mechanism of mind regulation electroacupuncture in treatment of chronic fatigue syndrome with anxiety and depression comorbidity based on functional magnetic resonance imaging
DUP_01004,Embase; PubMed,Exploring the regulatory effect of acupuncture for Ningshen Tongqiao on the functional connectivity between the anterior cingulate cortex and the whole brain in the patients with subjective tinnitus based on fMRI,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Zhang Y, Zha B, Shi H, Fan Y, Zheng Y, Rong Z, Yang J.",2024,Zhongguo Zhen Jiu,10.13703/j.0255-2930.20230628-0003,38191153,DUP_01004,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,include,carried over from first title screen,high,exploring the regulatory effect of acupuncture for ningshen tongqiao on the functional connectivity between the anterior cingulate cortex and the whole brain in the patients with subjective tinnitus based on fmri
DUP_01005,Embase; PubMed,Exploring the technological dimension of Autonomous sensory meridian response-induced physiological responses,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Seifzadeh S, Kostek B.",2024,PeerJ,10.7717/peerj.17754,39035154,DUP_01005,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,exploring the technological dimension of autonomous sensory meridian response induced physiological responses
DUP_01018,PubMed,"Flexible males, proactive females: increased boldness/exploration damping with time in male but not female colonists",no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Tchabovsky AV, Surkova EN, Savinetskaya LE, Khropov IS.",2024,R Soc Open Sci,10.1098/rsos.240842,39698152,DUP_01018,PUBMED_0518.csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; coordinate_result_term; animal_flag,,exclude,carried over from first title screen,high,flexible males proactive females increased boldness exploration damping with time in male but not female colonists
DUP_01019,Embase,"Flexible males, proactive females: personality tests show increased boldness/exploration in colonists damping with time in males but not in females",no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2024,bioRxiv,,,DUP_01019,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; coordinate_result_term; animal_flag,,exclude,carried over from first title screen,high,flexible males proactive females personality tests show increased boldness exploration in colonists damping with time in males but not in females
DUP_01053,Embase; PubMed,Functional connectivity patterns are altered by low back pain and cause different responses to sham and real dry needling therapies: a systematic review of fMRI studies,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Kelly NF, Mansfield CJ, Schneider E, Moeller JC, Bleacher JS, Prakash RS, Briggs MS.",2024,Physiother Theory Pract,10.1080/09593985.2022.2155094,36484262,DUP_01053,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; mechanism_deqi_pain_term; review_or_non_original_flag; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,high,functional connectivity patterns are altered by low back pain and cause different responses to sham and real dry needling therapies a systematic review of fmri studies
