pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,disease_condition,n,direction,baseline_mean,baseline_sd,post_mean,R_within,R_controlled,POMP_baseline,POMP_post,POMP_change
35557556,arm_CSAP_all,other,SAS score,mood,Zung Self-Rating Anxiety Scale (SAS),Chronic stable angina pectoris (CSAP),29,-1,33.15,4.55,31.19,0.4191268191268186,,21.916666666666664,18.650000000000002,3.266666666666662
35557556,arm_CSAP_all,other,SDS score,mood,Self-Rating Depression Scale (SDS),Chronic stable angina pectoris (CSAP),29,-1,31.17,5.02,30.52,0.12598255626144117,,18.61666666666667,17.533333333333335,1.0833333333333357
35557556,arm_groupA,verum_acupuncture,Frequency of angina attacks,symptom_severity,Frequency of angina attacks for 2 weeks,Chronic stable angina pectoris (CSAP),15,-1,5.53,3.6,3.93,0.42020202020202024,,,,
35557556,arm_groupA,verum_acupuncture,McGill pain score,pain,McGill Pain Questionnaire,Chronic stable angina pectoris (CSAP),15,-1,10.73,4.76,6.87,0.7667,,23.844444444444445,15.266666666666667,8.577777777777778
35557556,arm_groupA,verum_acupuncture,SAS score,mood,Zung Self-Rating Anxiety Scale (SAS),Chronic stable angina pectoris (CSAP),15,-1,33.58,3.83,31.29,0.5652978874910988,,22.63333333333333,18.816666666666666,3.816666666666663
35557556,arm_groupA,verum_acupuncture,SDS score,mood,Self-Rating Depression Scale (SDS),Chronic stable angina pectoris (CSAP),15,-1,31.93,5.02,30.5,0.26932270916334655,,19.883333333333333,17.5,2.383333333333333
35557556,arm_groupB,active_control,Frequency of angina attacks,symptom_severity,Frequency of angina attacks for 2 weeks,Chronic stable angina pectoris (CSAP),14,-1,5.43,4.85,5.0,0.08344451182534865,,,,
35557556,arm_groupB,active_control,McGill pain score,pain,McGill Pain Questionnaire,Chronic stable angina pectoris (CSAP),14,-1,9.57,2.64,5.82,1.3368983957219251,,21.266666666666666,12.933333333333334,8.333333333333332
35557556,arm_groupB,active_control,SAS score,mood,Zung Self-Rating Anxiety Scale (SAS),Chronic stable angina pectoris (CSAP),14,-1,32.68,5.32,31.07,0.284829721362229,,21.133333333333333,18.45,2.6833333333333336
35557556,arm_groupB,active_control,SDS score,mood,Self-Rating Depression Scale (SDS),Chronic stable angina pectoris (CSAP),14,-1,30.36,5.08,30.54,-0.033348772579898045,,17.266666666666666,17.566666666666666,-0.3000000000000007
35585920,arm_A,verum_acupuncture,NDLQI score,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),functional dyspepsia (FD),18,1,77.58,8.41,89.93,1.4027366141941904,,,,
35585920,arm_A,verum_acupuncture,NDSI score,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),functional dyspepsia (FD),18,-1,45.67,17.27,20.17,1.4104,,,,
35585920,arm_A,verum_acupuncture,SAS score,mood,Self-Rating Anxiety Scale (SAS),functional dyspepsia (FD),18,-1,40.32,7.68,34.72,0.6965174129353235,,33.86666666666667,24.533333333333335,9.333333333333332
35585920,arm_A,verum_acupuncture,SDS score,mood,Self-Rating Depression Scale (SDS),functional dyspepsia (FD),18,-1,41.9,9.11,36.04,0.6144469747857857,,36.5,26.733333333333334,9.766666666666666
35585920,arm_A,verum_acupuncture,SID score,symptom_severity,Symptom Index of Dyspepsia (SID),functional dyspepsia (FD),18,-1,3.89,1.41,1.94,1.3210543029533186,,,,
35585920,arm_B,verum_acupuncture,NDLQI score,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),functional dyspepsia (FD),15,1,74.6,11.43,88.88,1.1811978048198521,,,,
35585920,arm_B,verum_acupuncture,NDSI score,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),functional dyspepsia (FD),15,-1,41.93,14.07,14.0,1.876797829036635,,,,
35585920,arm_B,verum_acupuncture,SAS score,mood,Self-Rating Anxiety Scale (SAS),functional dyspepsia (FD),15,-1,43.67,9.77,34.0,0.9357774262584909,,39.45,23.333333333333332,16.11666666666667
35585920,arm_B,verum_acupuncture,SDS score,mood,Self-Rating Depression Scale (SDS),functional dyspepsia (FD),15,-1,45.18,10.29,34.67,0.9656683452601819,,41.96666666666667,24.450000000000003,17.516666666666666
35585920,arm_B,verum_acupuncture,SID score,symptom_severity,Symptom Index of Dyspepsia (SID),functional dyspepsia (FD),15,-1,3.8,1.42,1.2,1.731113956466069,,,,
36051643,SA,sham_acupuncture,CMSS-s scores,symptom_severity,Cox Menstrual Symptom Scale-severity subscale (CMSS-s),Primary dysmenorrhea (PDM),14,-1,14.43,3.34,14.5,-0.019725255371609803,,,,
36051643,SA,sham_acupuncture,CMSS-t scores,symptom_severity,Cox Menstrual Symptom Scale-time subscale (CMSS-t),Primary dysmenorrhea (PDM),14,-1,18.5,5.24,15.21,0.5909295015716208,,,,
36051643,SA,sham_acupuncture,SAS scores,mood,Zung Self-Rating Anxiety Scale (SAS),Primary dysmenorrhea (PDM),14,-1,40.68,8.08,37.38,0.3843913803145017,,34.46666666666667,28.966666666666672,5.4999999999999964
36051643,SA,sham_acupuncture,SDS scores,mood,Zung Self-Rating Depression Scale (SDS),Primary dysmenorrhea (PDM),14,-1,44.2,9.97,39.91,0.4049796448168039,,40.33333333333334,33.18333333333332,7.15000000000002
36051643,SA,sham_acupuncture,VAS scores,pain,visual analog scale (VAS),Primary dysmenorrhea (PDM),14,-1,5.93,1.21,5.39,0.42,,59.3,53.9,5.399999999999999
36051643,VA,verum_acupuncture,CMSS-s scores,symptom_severity,Cox Menstrual Symptom Scale-severity subscale (CMSS-s),Primary dysmenorrhea (PDM),20,-1,18.5,7.74,12.88,0.6970542635658913,0.5442946207823564,,,
36051643,VA,verum_acupuncture,CMSS-t scores,symptom_severity,Cox Menstrual Symptom Scale-time subscale (CMSS-t),Primary dysmenorrhea (PDM),20,-1,17.85,8.36,13.2,0.533971291866029,0.37596763086678975,,,
36051643,VA,verum_acupuncture,SAS scores,mood,Zung Self-Rating Anxiety Scale (SAS),Primary dysmenorrhea (PDM),20,-1,41.88,4.77,35.44,1.2961006289308186,0.7648910974118315,36.466666666666676,25.73333333333333,10.733333333333345
36051643,VA,verum_acupuncture,SDS scores,mood,Zung Self-Rating Depression Scale (SDS),Primary dysmenorrhea (PDM),20,-1,40.36,6.61,31.75,1.2504689863842662,1.0822201140040946,33.93333333333333,19.583333333333332,14.349999999999998
36051643,VA,verum_acupuncture,VAS scores,pain,visual analog scale (VAS),Primary dysmenorrhea (PDM),20,-1,6.18,0.99,3.35,2.7442424242424237,0.11213412064051717,61.8,33.5,28.299999999999997
36890655,arm_AG,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),Knee osteoarthritis (KOA) with knee pain,60,-1,4.0,1.4814814814814814,2.6666666666666665,0.8885,0.24253731343283597,40.0,26.666666666666664,13.333333333333336
36890655,arm_PB,placebo,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),Knee osteoarthritis (KOA) with knee pain,30,-1,4.0,1.4814814814814814,3.3333333333333335,0.4382608695652173,,40.0,33.333333333333336,6.666666666666664
36890655,arm_SA,sham_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),Knee osteoarthritis (KOA) with knee pain,32,-1,4.0,1.4814814814814814,2.6666666666666665,0.878048780487805,,40.0,26.666666666666664,13.333333333333336
36890655,arm_SC,medication,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),Knee osteoarthritis (KOA) with knee pain,29,-1,4.333333333333333,2.222222222222222,2.5,0.8027027027027027,0.5077471863672907,43.33333333333333,25.0,18.33333333333333
36890655,arm_VA,verum_acupuncture,SF-12 score (12-item short-form health survey),quality_of_life,12-item short-form health survey (SF-12),Knee osteoarthritis (KOA) with knee pain,28,1,34.416666666666664,5.37037037037037,36.5,0.37705446342249477,1.0544229257686564,34.416666666666664,36.5,2.0833333333333357
36890655,arm_VA,verum_acupuncture,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),Knee osteoarthritis (KOA) with knee pain,28,-1,9.666666666666666,4.259259259259259,4.75,1.1219829337667615,1.6214193707623494,21.48148148148148,10.555555555555555,10.925925925925926
36890655,arm_VA,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),Knee osteoarthritis (KOA) with knee pain,28,-1,4.0,1.4814814814814814,2.1666666666666665,1.2028037383177572,0.5775789473684212,40.0,21.666666666666664,18.333333333333336
36890655,arm_VA,verum_acupuncture,WOMAC scores (Western Ontario and McMaster Universities Osteoarthritis Index),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),Knee osteoarthritis (KOA) with knee pain,28,-1,29.166666666666668,25.555555555555554,12.5,0.6338886631450631,1.2685933096996196,30.381944444444446,13.020833333333334,17.361111111111114
36890655,arm_WL,waitlist,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),Knee osteoarthritis (KOA) with knee pain,30,-1,3.6666666666666665,1.4814814814814814,2.75,0.6026086956521739,,36.666666666666664,27.5,9.166666666666664
37383656,SATG,sham_acupuncture,FMA (total),function,Fugl-Meyer Assessment (total),ischemic stroke with motor dysfunction,14,1,73.14,30.71,80.07,0.21238531231444036,,73.14,80.07,6.929999999999993
37383656,SATG,sham_acupuncture,FMA-LE (FMA for the lower extremity),function,Fugl-Meyer Assessment - Lower Extremity,ischemic stroke with motor dysfunction,14,1,27.64,7.08,30.64,0.3988035892323031,,81.29411764705883,90.11764705882354,8.82352941176471
37383656,SATG,sham_acupuncture,FMA-UE (FMA for the upper extremity),function,Fugl-Meyer Assessment - Upper Extremity,ischemic stroke with motor dysfunction,14,1,45.5,24.49,49.42,0.15064972497778212,,68.93939393939394,74.87878787878788,5.939393939393938
37383656,SATG,sham_acupuncture,NIHSS,symptom_severity,National Institutes of Health Stroke Scale,ischemic stroke with motor dysfunction,14,-1,3.64,3.24,2.5,0.3312,,8.666666666666666,5.9523809523809526,2.7142857142857135
37383656,TATG,verum_acupuncture,FMA (total),function,Fugl-Meyer Assessment (total),ischemic stroke with motor dysfunction,26,1,68.73,37.38,76.61,0.20441979992541778,0.18693643548432104,68.73,76.61,7.8799999999999955
37383656,TATG,verum_acupuncture,FMA-LE (FMA for the lower extremity),function,Fugl-Meyer Assessment - Lower Extremity,ischemic stroke with motor dysfunction,26,1,27.5,7.58,30.19,0.34412728871831794,-0.03394699788129825,80.88235294117646,88.79411764705883,7.911764705882362
37383656,TATG,verum_acupuncture,FMA-UE (FMA for the upper extremity),function,Fugl-Meyer Assessment - Upper Extremity,ischemic stroke with motor dysfunction,26,1,41.23,23.87,46.42,0.21083901435807614,0.10471782665652264,62.46969696969697,70.33333333333333,7.86363636363636
37383656,TATG,verum_acupuncture,NIHSS,symptom_severity,National Institutes of Health Stroke Scale,ischemic stroke with motor dysfunction,26,-1,3.46,2.42,2.46,0.40070122714750817,0.30322837782096224,8.238095238095237,5.857142857142857,2.3809523809523805
37721727,arm_IA,verum_acupuncture,Internet Addiction Test score,symptom_severity,Internet Addiction Test (IAT),Internet addiction (IA),27,-1,65.26,14.36,45.85,1.3123,,,,
38027487,arm_ctrl,active_control,Water Swallow Test (WST),function,Water Swallow Test (WST),post-stroke dysphagia,24,1,3.63,0.65,2.88,-1.1158072696534234,,,,
38027487,arm_ctrl,active_control,standardized swallowing assessment (SSA),function,standardized swallowing assessment (SSA),post-stroke dysphagia,24,1,30.08,2.24,26.46,-1.562794348508633,,,,
38027487,arm_ctrl,active_control,videofluoroscopic swallowing study (VFSS),function,videofluoroscopic swallowing study evaluation (VFSS),post-stroke dysphagia,24,-1,3.46,0.88,5.21,-1.923076923076923,,-10.25925925925926,-7.018518518518518,-3.2407407407407414
38027487,arm_ea,verum_acupuncture,Water Swallow Test (WST),function,Water Swallow Test (WST),post-stroke dysphagia,24,1,3.71,0.69,2.21,-2.1022,,,,
38027487,arm_ea,verum_acupuncture,standardized swallowing assessment (SSA),function,standardized swallowing assessment (SSA),post-stroke dysphagia,24,1,30.42,3.16,24.38,-1.848379468632634,,,,
38027487,arm_ea,verum_acupuncture,videofluoroscopic swallowing study (VFSS),function,videofluoroscopic swallowing study evaluation (VFSS),post-stroke dysphagia,24,-1,3.21,1.18,6.38,-2.5978766995716147,,-10.722222222222221,-4.851851851851852,-5.870370370370369
38245739,arm_group1,verum_acupuncture,MIDAS score,function,Migraine Disability Assessment Questionnaire (MIDAS),Non-menstrual migraine without aura (MWoA),50,-1,14.28,8.9,6.5,0.8607087294727744,,,,
38245739,arm_group1,verum_acupuncture,SF-MPQ score,pain,Short-Form McGill Pain Questionnaire (SF-MPQ),Non-menstrual migraine without aura (MWoA),50,-1,19.55,7.55,9.44,1.3185,,43.44444444444444,20.977777777777778,22.466666666666665
38249582,arm_1min,verum_acupuncture,FMA scores,function,Fugl-Meyer motor function assessment (FMA),Ischemic stroke with motor dysfunction,10,1,92.5,3.24,92.8,0.08465608465608385,,92.5,92.8,0.29999999999999716
38249582,arm_1min,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),Ischemic stroke with motor dysfunction,10,-1,4.4,2.12,4.3,0.0431,,10.476190476190478,10.238095238095237,0.2380952380952408
38249582,arm_2min,verum_acupuncture,FMA scores,function,Fugl-Meyer motor function assessment (FMA),Ischemic stroke with motor dysfunction,10,1,92.3,4.52,92.7,0.08091024020227675,,92.3,92.7,0.4000000000000057
38249582,arm_2min,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),Ischemic stroke with motor dysfunction,10,-1,4.6,3.17,4.5,0.028841820639927792,,10.95238095238095,10.714285714285714,0.23809523809523725
38249582,arm_3min,verum_acupuncture,FMA scores,function,Fugl-Meyer motor function assessment (FMA),Ischemic stroke with motor dysfunction,10,1,92.8,2.57,93.0,0.07115063924402547,,92.8,93.0,0.20000000000000284
38249582,arm_3min,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),Ischemic stroke with motor dysfunction,10,-1,4.4,1.96,4.1,0.13994169096209946,,10.476190476190478,9.761904761904761,0.7142857142857171
38585348,EG,verum_acupuncture,THI scores,symptom_severity,Tinnitus Handicap Inventory (THI),Subjective tinnitus (ST),34,-1,50.56,19.91,25.94,1.2082,,50.56,25.94,24.62
38681626,EAS,verum_acupuncture,HAMA-14 score,symptom_severity,14-item Hamilton Anxiety Scale (HAMA-14),First-episode major depressive disorder (MDD),14,-1,19.28,3.58,8.64,2.7972,0.7782801300669222,34.42857142857143,15.428571428571429,19.0
38681626,EAS,verum_acupuncture,HAMD-24 score,symptom_severity,24-item Hamilton Depression Rating Scale (HAMD-24),First-episode major depressive disorder (MDD),14,-1,23.0,3.01,9.28,4.290013679890561,1.6267323084894634,44.23076923076923,17.846153846153843,26.38461538461539
38681626,SAS,sham_acupuncture,HAMA-14 score,symptom_severity,14-item Hamilton Anxiety Scale (HAMA-14),First-episode major depressive disorder (MDD),14,-1,19.42,4.44,12.71,1.4223635400105987,,34.67857142857143,22.696428571428573,11.982142857142858
38681626,SAS,sham_acupuncture,HAMD-24 score,symptom_severity,24-item Hamilton Depression Rating Scale (HAMD-24),First-episode major depressive disorder (MDD),14,-1,23.85,3.57,15.42,2.2224419179436485,,45.86538461538461,29.653846153846153,16.21153846153846
40584525,arm_sham,sham_acupuncture,MMSE score,cognition,Mini-Mental State Examination (MMSE),amnestic mild cognitive impairment (aMCI),15,1,25.0,1.81,25.4,0.2089,,83.33333333333333,84.66666666666667,1.3333333333333428
40584525,arm_sham,sham_acupuncture,MoCA score,cognition,Montreal Cognitive Assessment (MoCA),amnestic mild cognitive impairment (aMCI),15,1,22.8,3.12,23.07,0.08181818181818168,,76.0,76.9,0.9000000000000057
40584525,arm_true,verum_acupuncture,MMSE score,cognition,Mini-Mental State Examination (MMSE),amnestic mild cognitive impairment (aMCI),35,1,24.06,1.41,26.17,1.4631993695823504,0.891675562928928,80.2,87.23333333333333,7.033333333333331
40584525,arm_true,verum_acupuncture,MoCA score,cognition,Montreal Cognitive Assessment (MoCA),amnestic mild cognitive impairment (aMCI),35,1,22.31,2.89,24.46,0.7274125336409081,0.6636551764645205,74.36666666666666,81.53333333333333,7.166666666666671
40634927,AG,verum_acupuncture,NRS score,pain,numerical rating scale (NRS),knee osteoarthritis (KOA),27,-1,6.0,1.4814814814814814,3.3333333333333335,1.7476,0.051751101436897304,60.0,33.333333333333336,26.666666666666664
40634927,AG,verum_acupuncture,STAI-S score,mood,State-Trait Anxiety Scale-State Anxiety Subscale (STAI-S),knee osteoarthritis (KOA),27,-1,31.0,5.185185185185185,30.333333333333332,0.12482662968099885,-0.2852815283848559,,,
40634927,AG,verum_acupuncture,WOMAC score,function,Western Ontario and McMaster Osteoarthritis Index (WOMAC),knee osteoarthritis (KOA),27,-1,19.0,5.925925925925926,12.56,1.0550970873786407,0.6542180143498614,19.791666666666668,13.083333333333334,6.708333333333334
40634927,SG,sham_acupuncture,NRS score,pain,numerical rating scale (NRS),knee osteoarthritis (KOA),25,-1,5.5,1.8518518518518516,3.8333333333333335,0.8715789473684211,,55.0,38.333333333333336,16.666666666666664
40634927,SG,sham_acupuncture,STAI-S score,mood,State-Trait Anxiety Scale-State Anxiety Subscale (STAI-S),knee osteoarthritis (KOA),25,-1,32.36,6.47,32.04,0.047897177255348616,,,,
40634927,SG,sham_acupuncture,WOMAC score,function,Western Ontario and McMaster Osteoarthritis Index (WOMAC),knee osteoarthritis (KOA),25,-1,19.333333333333332,10.37037037037037,14.166666666666666,0.48248120300751873,,20.13888888888889,14.756944444444443,5.381944444444446
40847552,arm_nonresponders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,Neck pain (NP),32,-1,45.74,8.57037037037037,43.75,0.22653203195817634,,42.9,39.583333333333336,3.316666666666663
40847552,arm_nonresponders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,Neck pain (NP),32,-1,0.4666666666666666,0.1333333333333333,0.4333333333333333,0.24390243902439024,,-32.55555555555556,-32.611111111111114,0.055555555555557135
40847552,arm_nonresponders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),Neck pain (NP),32,-1,5.333333333333333,0.7407407407407407,4.666666666666667,0.878,,53.33333333333333,46.66666666666667,6.666666666666657
40847552,arm_responders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,Neck pain (NP),48,-1,43.333333333333336,6.948148148148144,36.98,0.8997229285201204,,38.88888888888889,28.299999999999997,10.588888888888896
40847552,arm_responders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,Neck pain (NP),48,-1,0.4333333333333333,0.1111111111111111,0.3733333333333333,0.531336898395722,,-32.611111111111114,-32.71111111111111,0.09999999999999432
40847552,arm_responders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),Neck pain (NP),48,-1,5.666666666666667,0.7407407407407407,2.86,3.7282139037433164,,56.66666666666667,28.6,28.06666666666667
40881782,arm_IDSA,verum_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),Bilateral basal ganglia ischemic stroke (BBGIS),31,1,33.03,12.23,53.23,1.61,0.8731836386400824,33.03,53.23,20.199999999999996
40881782,arm_sham,sham_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),Bilateral basal ganglia ischemic stroke (BBGIS),31,1,34.35,10.8,44.35,0.9025832555244319,,34.35,44.35,10.0
40950284,arm_conv,active_control,SAS Score,mood,Self-Rating Anxiety Scale (SAS),Peripheral facial paralysis (Bell's palsy),100,-1,50.27,5.96,42.47,1.2987851499447802,,50.45000000000001,37.45,13.000000000000007
40950284,arm_conv,active_control,SDS Score,mood,Self-Rating Depression Scale (SDS),Peripheral facial paralysis (Bell's palsy),100,-1,50.58,4.98,40.15,2.078470845406944,,50.96666666666667,33.58333333333333,17.38333333333334
40950284,arm_yyhat,verum_acupuncture,SAS Score,mood,Self-Rating Anxiety Scale (SAS),Peripheral facial paralysis (Bell's palsy),102,-1,49.39,5.31,41.25,1.5215,,48.983333333333334,35.416666666666664,13.56666666666667
40950284,arm_yyhat,verum_acupuncture,SDS Score,mood,Self-Rating Depression Scale (SDS),Peripheral facial paralysis (Bell's palsy),102,-1,49.86,4.85,38.72,2.2798086516077873,,49.766666666666666,31.2,18.566666666666666
41069516,arm_BP,verum_acupuncture,FDIP (facial disability index-physical function),function,Facial Disability Index (FDI) - physical function subscale,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,55,-1,19.47,2.31,24.29,-2.0575,,,,
41069516,arm_BP,verum_acupuncture,FDIS (facial disability index-social/wellbeing function),quality_of_life,Facial Disability Index (FDI) - social/wellbeing function subscale,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,55,-1,10.38,1.45,9.82,0.38081796311146787,,,,
41069516,arm_BP,verum_acupuncture,Sunnybrook facial nerve rating scale score,function,Sunnybrook facial nerve rating scale,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,55,1,38.73,10.35,83.22,4.238570947084598,,,,
41310834,arm_acupuncture,verum_acupuncture,ISI (Insomnia Severity Index),symptom_severity,Insomnia Severity Index (ISI),Chronic insomnia disorder (CID),23,-1,17.3,3.9,9.2,2.0053,,61.785714285714285,32.857142857142854,28.92857142857143
41310834,arm_acupuncture,verum_acupuncture,PSQI (Pittsburgh Sleep Quality Index),symptom_severity,Pittsburgh Sleep Quality Index (PSQI),Chronic insomnia disorder (CID),23,-1,13.3,2.5,7.3,2.3172413793103455,,63.333333333333336,34.76190476190476,28.571428571428577
41310834,arm_acupuncture,verum_acupuncture,SAS (Self-rating Anxiety Scale),mood,Self-rating Anxiety Scale (SAS),Chronic insomnia disorder (CID),23,-1,50.1,9.6,42.5,0.7643678160919543,,50.166666666666664,37.5,12.666666666666664
41310834,arm_acupuncture,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,Self-Rating Depression Scale (SDS),Chronic insomnia disorder (CID),23,-1,51.7,8.7,49.0,0.29964328180737254,,52.83333333333334,48.333333333333336,4.500000000000007
41351443,AG,verum_acupuncture,AVLT-H total score (sum of all correct responses in the five recall tests),cognition,Auditory Verbal Learning Test-Huashan version (AVLT-H),Subjective cognitive decline (SCD),35,1,26.686,6.623,33.943,1.0714,0.4761003722065378,,,
41351443,SG,sham_acupuncture,AVLT-H total score (sum of all correct responses in the five recall tests),cognition,Auditory Verbal Learning Test-Huashan version (AVLT-H),Subjective cognitive decline (SCD),31,1,25.419,9.01,28.903,0.3769331928109755,,,,
41834818,arm_tx,verum_acupuncture,FMA scores,function,Fugl-Meyer Assessment Scale (FMA),poststroke motor dysfunction,28,1,57.86,10.99,76.54,1.6520711266827113,,57.86,76.54,18.680000000000007
41834818,arm_tx,verum_acupuncture,MBI scores,function,Modified Barthel Index (MBI),poststroke motor dysfunction,28,1,58.04,16.74,71.96,0.8082269788630956,,58.04,71.96,13.919999999999995
41834818,arm_tx,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),poststroke motor dysfunction,28,-1,6.36,2.08,3.18,1.486,,15.142857142857142,7.571428571428571,7.571428571428571
42131703,SA,sham_acupuncture,Visual Analog Scale (VAS) score,pain,Visual Analog Scale (VAS),mechanical neck pain,49,-1,5.47,0.93,4.31,1.2277,,54.7,43.099999999999994,11.600000000000009
42131703,VA,verum_acupuncture,Visual Analog Scale (VAS) score,pain,Visual Analog Scale (VAS),mechanical neck pain,49,-1,5.74,1.02,2.74,2.8949799815214043,1.870558937400615,57.4,27.4,30.0
