key_path,section,n_papers_present,pct_papers,example_value
neuroimaging_methods.additional_details.data_format_conversion,neuroimaging_methods,1,0.6,"raw NIRS light intensity converted to optical density signal; filtered optical density converted to oxy-Hb, deoxy-Hb, an"
neuroimaging_methods.additional_details.detectors,neuroimaging_methods,1,0.6,8
neuroimaging_methods.additional_details.dual_wavelengths,neuroimaging_methods,1,0.6,760 nm and 850 nm
neuroimaging_methods.additional_details.electrode_placement,neuroimaging_methods,1,0.6,international 10-20 system
neuroimaging_methods.additional_details.fc_computation,neuroimaging_methods,1,0.6,hemodynamic changes between pre- and post-treatment converted into correlation coefficients indicating strength of funct
neuroimaging_methods.additional_details.first_volumes_removed,neuroimaging_methods,1,0.6,10
neuroimaging_methods.additional_details.flip_angle_rsfmri,neuroimaging_methods,1,0.6,90°
neuroimaging_methods.additional_details.flip_angle_t1,neuroimaging_methods,1,0.6,9°
neuroimaging_methods.additional_details.glm_used,neuroimaging_methods,1,0.6,generalized linear model (GLM)
neuroimaging_methods.additional_details.group_level_model,neuroimaging_methods,1,0.6,mixed effect linear models
neuroimaging_methods.additional_details.hemoglobin_calculation,neuroimaging_methods,1,0.6,modified Beer-Lambert law
neuroimaging_methods.additional_details.hemoglobin_conversion,neuroimaging_methods,1,0.6,modified Beer-Lambert law
neuroimaging_methods.additional_details.matrix_rsfmri,neuroimaging_methods,1,0.6,240 × 240
neuroimaging_methods.additional_details.matrix_t1,neuroimaging_methods,1,0.6,256 × 256
neuroimaging_methods.additional_details.normality_test,neuroimaging_methods,1,0.6,Shapiro-Wilk test
neuroimaging_methods.additional_details.nuisance_regressors,neuroimaging_methods,1,0.6,"Six head motion parameters, signals of the cerebrospinal fluid (CSF), and signals from white matter"
neuroimaging_methods.additional_details.number_of_channels,neuroimaging_methods,1,0.6,32
neuroimaging_methods.additional_details.participant_position,neuroimaging_methods,1,0.6,"supine, eyes closed, relaxed, 3-5 min rest before recording"
neuroimaging_methods.additional_details.probe_placement,neuroimaging_methods,1,0.6,prefrontal cortex; array at the bottom coincides with the line of T3-Fpz-T4 (International 10-20 system reference points
neuroimaging_methods.additional_details.reference,neuroimaging_methods,1,0.6,computed average reference
neuroimaging_methods.additional_details.seed_definition,neuroimaging_methods,1,0.6,WFU Pickatlas Tool used to define the bilateral hippocampus
neuroimaging_methods.additional_details.signal_analyzed,neuroimaging_methods,1,0.6,HbO signal alone (HbO signal changes account for 73-79% of total cortical hemoglobin concentration changes measured by f
neuroimaging_methods.additional_details.sources,neuroimaging_methods,1,0.6,10
neuroimaging_methods.additional_details.wavelengths,neuroimaging_methods,1,0.6,841 nm and 752 nm
neuroimaging_methods.additional_methods,neuroimaging_methods,1,0.6,"{'eeg_system': 'international 10-20 standard electrodes system, including 60 electrodes evenly distributed along the sca"
neuroimaging_methods.additional_methods.artifact_correction,neuroimaging_methods,1,0.6,ICA for EOG artifacts; channels with correlation >50% with EOG electrodes subtracted; artifactual channels interpolated;
neuroimaging_methods.additional_methods.classifier,neuroimaging_methods,1,0.6,support vector machine (SVM) for acupuncture manipulation decoding
neuroimaging_methods.additional_methods.eeg_system,neuroimaging_methods,1,0.6,"international 10-20 standard electrodes system, including 60 electrodes evenly distributed along the scalp and 4 electro"
neuroimaging_methods.additional_methods.fooof_parameters,neuroimaging_methods,1,0.6,"peak width limits between 0.5 and 12, peak threshold of 2.0, 'fixed' background mode"
neuroimaging_methods.additional_methods.pearson_correlation,neuroimaging_methods,1,0.6,used for aperiodic slope vs offset correlation analysis (both parameters confirmed normally distributed)
neuroimaging_methods.additional_methods.psd_frequency_range,neuroimaging_methods,1,0.6,"0.5-45 Hz, 0.5 Hz frequency resolution"
neuroimaging_methods.additional_methods.psd_method,neuroimaging_methods,1,0.6,Classical Welch method; Hamming window of 1 second with 50% overlap
neuroimaging_methods.additional_methods.sampling_rate,neuroimaging_methods,1,0.6,1000 Hz
neuroimaging_methods.additional_methods_notes,neuroimaging_methods,1,0.6,Path difference factor corrected within the range of -6 to 6; modified Beer-Lambert law used to calculate concentration 
neuroimaging_methods.preprocessing_steps_exact,neuroimaging_methods,1,0.6,image realignment using rigid-body transformation algorithm to correct for head motion artifacts; spatial normalization 
study.notes,study,1,0.6,"The acupuncture group dataset is from a previously published study (Wang et al., 2014). Twenty-eight right-handed subjec"
