pmid,arm_id,arm_label,arm_type,outcome_measure,outcome_domain,scale_name,timepoint,reporting_format,value,n_analyzed,within_group_change,between_group_difference,effect_size_reported,statistical_test,p_value,analysis_population,disease_condition
23666154,arm_responders,Acupuncture responders,verum_acupuncture,Duration (Month),other,disease duration in months,baseline,mean ± SD,31.71 ± 22.3,51.0,not_reported,"t = 2.378, P = 0.02",not_reported,t-test,P = 0.02,"acupuncture responders (prediction analysis sample, n=51)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,Duration (Month),other,disease duration in months,baseline,mean ± SD,44 ± 26.4,38.0,not_reported,"t = 2.378, P = 0.02",not_reported,t-test,P = 0.02,"acupuncture non-responders (prediction analysis sample, n=38)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,NDLQI,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),baseline,mean ± SD,75.69 ± 9.77,51.0,not_reported,"t = −1.578, P = 0.118",not_reported,t-test,P = 0.118,"acupuncture responders (prediction analysis sample, n=51)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,NDLQI,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),baseline,mean ± SD,78.84 ± 8.67,38.0,not_reported,"t = −1.578, P = 0.118",not_reported,t-test,P = 0.118,"acupuncture non-responders (prediction analysis sample, n=38)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,SAS,mood,Zung Self-Rating Anxiety Scale (SAS),baseline,mean ± SD,41.98 ± 8.17,51.0,not_reported,"t = −0.375, P = 0.709",not_reported,t-test,P = 0.709,"acupuncture responders (prediction analysis sample, n=51)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,SAS,mood,Zung Self-Rating Anxiety Scale (SAS),baseline,mean ± SD,42.63 ± 8.04,38.0,not_reported,"t = −0.375, P = 0.709",not_reported,t-test,P = 0.709,"acupuncture non-responders (prediction analysis sample, n=38)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,SDS,mood,Zung Self-Rating Depression Scale (SDS),baseline,mean ± SD,44.27 ± 10.66,51.0,not_reported,"t = 0.288, P = 0.774",not_reported,t-test,P = 0.774,"acupuncture responders (prediction analysis sample, n=51)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,SDS,mood,Zung Self-Rating Depression Scale (SDS),baseline,mean ± SD,43.66 ± 9.04,38.0,not_reported,"t = 0.288, P = 0.774",not_reported,t-test,P = 0.774,"acupuncture non-responders (prediction analysis sample, n=38)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,SID improvements,symptom_severity,Symptom Index of Dyspepsia (SID),post-treatment (4 weeks),mean ± SD,2.9 ± 0.97,39.0,not_reported,"t = 9.861, P < 0.001",not_reported,t-test,P < 0.001,"acupuncture responders (longitudinal analysis sample, n=39)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,SID improvements,symptom_severity,Symptom Index of Dyspepsia (SID),post-treatment (4 weeks),mean ± SD,0.5 ± 0.95,26.0,not_reported,"t = 9.861, P < 0.001",not_reported,t-test,P < 0.001,"acupuncture non-responders (longitudinal analysis sample, n=26)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,NDLQI improvements,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),post-treatment (4 weeks),mean ± SD,13.47 ± 10.69,39.0,not_reported,"t = 2.188, P = 0.022",not_reported,t-test,P = 0.022,"acupuncture responders (longitudinal analysis sample, n=39)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,NDLQI improvements,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),post-treatment (4 weeks),mean ± SD,8.18 ± 7.52,26.0,not_reported,"t = 2.188, P = 0.022",not_reported,t-test,P = 0.022,"acupuncture non-responders (longitudinal analysis sample, n=26)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,SAS improvements,mood,Zung Self-Rating Anxiety Scale (SAS),post-treatment (4 weeks),mean ± SD,8.56 ± 11.15,39.0,not_reported,"t = 1.334, P = 0.187",not_reported,t-test,P = 0.187,"acupuncture responders (longitudinal analysis sample, n=39)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,SAS improvements,mood,Zung Self-Rating Anxiety Scale (SAS),post-treatment (4 weeks),mean ± SD,4.95 ± 9.92,26.0,not_reported,"t = 1.334, P = 0.187",not_reported,t-test,P = 0.187,"acupuncture non-responders (longitudinal analysis sample, n=26)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,SDS improvements,mood,Zung Self-Rating Depression Scale (SDS),post-treatment (4 weeks),mean ± SD,7.7 ± 11.84,39.0,not_reported,"t = 0.529, P = 0.599",not_reported,t-test,P = 0.599,"acupuncture responders (longitudinal analysis sample, n=39)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,SDS improvements,mood,Zung Self-Rating Depression Scale (SDS),post-treatment (4 weeks),mean ± SD,6.2 ± 10.11,26.0,not_reported,"t = 0.529, P = 0.599",not_reported,t-test,P = 0.599,"acupuncture non-responders (longitudinal analysis sample, n=26)",Functional dyspepsia (FD)
23666154,arm_responders,Acupuncture responders,verum_acupuncture,Duration (Month),other,disease duration in months,baseline,mean ± SD,32.28 ± 23.05,39.0,not_reported,"t = −2.809, P = 0.007",not_reported,t-test,P = 0.007,"acupuncture responders (longitudinal analysis sample, n=39)",Functional dyspepsia (FD)
23666154,arm_non_responders,Acupuncture non-responders,verum_acupuncture,Duration (Month),other,disease duration in months,baseline,mean ± SD,49.65 ± 26.38,26.0,not_reported,"t = −2.809, P = 0.007",not_reported,t-test,P = 0.007,"acupuncture non-responders (longitudinal analysis sample, n=26)",Functional dyspepsia (FD)
23691237,arm_left_gb34,left GB34 group,verum_acupuncture,Age,other,not_applicable,baseline,mean ± SE,54.9 ± 2.43,10.0,not_reported,P = 0.39,not_reported,t-test,0.39,not_reported,Healthy participants (no disease condition)
23691237,arm_right_gb34,right GB34 group,verum_acupuncture,Age,other,not_applicable,baseline,mean ± SE,56.58 ± 2.96,12.0,not_reported,P = 0.39,not_reported,t-test,0.39,not_reported,Healthy participants (no disease condition)
23691237,arm_left_gb34,left GB34 group,verum_acupuncture,Edinburgh Handedness Inventory,other,Edinburgh Handedness Inventory,baseline,mean ± SD,Right 95 ± 5.00%,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy participants (no disease condition)
23691237,arm_right_gb34,right GB34 group,verum_acupuncture,Edinburgh Handedness Inventory,other,Edinburgh Handedness Inventory,baseline,mean ± SD,Right 100 ± 0%,12.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy participants (no disease condition)
23762172,arm_PD,patients with PD,other,Unified Parkinson's Disease Rating Scale (UPDRS) motor score,symptom_severity,Unified Parkinson's Disease Rating Scale (UPDRS),after the fMRI experiment,mean ± SD,7.8 (SD = 3.9),12.0,not_reported,not_reported,not_reported,not_reported,not_reported,patients with PD,"Parkinson's disease (idiopathic, clinically definite)"
23762172,arm_PD,patients with PD,other,Hoehn and Yahr stage,symptom_severity,Hoehn and Yahr stage,baseline,narrative,"All had Hoehn and Yahr stage 1, 2, or 2.5",12.0,not_reported,not_reported,not_reported,not_reported,not_reported,patients with PD,"Parkinson's disease (idiopathic, clinically definite)"
23762172,not_applicable,,,Korean Mini-Mental State Examination,cognition,Korean Mini-Mental State Examination,after the fMRI experiment,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,"Parkinson's disease (idiopathic, clinically definite)"
23762172,not_applicable,,,Beck Depression Inventory,mood,Beck Depression Inventory,after the fMRI experiment,not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,"Parkinson's disease (idiopathic, clinically definite)"
23762172,arm_PD,patients with PD,other,Edinburgh Handedness Inventory,other,Edinburgh Handedness Inventory,baseline,mean ± SD,99.6% (SD = 1.4),12.0,not_reported,not_reported,not_reported,not_reported,not_reported,patients with PD,"Parkinson's disease (idiopathic, clinically definite)"
23762172,arm_HC,healthy participants,healthy_control,Edinburgh Handedness Inventory,other,Edinburgh Handedness Inventory,baseline,mean ± SD,100% (SD = 0),12.0,not_reported,not_reported,not_reported,not_reported,not_reported,healthy participants,"Parkinson's disease (idiopathic, clinically definite)"
23840533,arm_group1,Group 1,verum_acupuncture,SF-MPQ score,pain,Short-Form McGill Pain Questionnaire (SF-MPQ),TP1 (before acupuncture),mean ± SD,19.55±7.55,50.0,not_reported,not_reported,not_reported,not_reported,not_reported,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,SF-MPQ score,pain,Short-Form McGill Pain Questionnaire (SF-MPQ),TP2 (after the end of all acupuncture sessions),mean ± SD,9.44±4.85,50.0,SF-MPQ scores in Group 1 at TP2 were significantly lower than that at TP1 (at baseline),not_reported,not_reported,paired t test,P<0.025 (in pairwise comparisons),Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,SF-MPQ change,pain,Short-Form McGill Pain Questionnaire (SF-MPQ) change rate,TP1 to TP2,mean ± SD,0.52±0.35,50.0,not_reported,not_reported,not_reported,not_reported,not_reported,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,MIDAS score,function,Migraine Disability Assessment Questionnaire (MIDAS),TP1 (before acupuncture),mean ± SD,14.28±8.90,50.0,not_reported,not_reported,not_reported,not_reported,not_reported,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,MIDAS score,function,Migraine Disability Assessment Questionnaire (MIDAS),TP2 (after the end of all acupuncture sessions),mean ± SD,6.50±4.95,50.0,MIDAS scores in Group 1 at TP2 were significantly lower than that at TP1 (at baseline),not_reported,not_reported,paired t test,P<0.025 (in pairwise comparisons),Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,MIDAS change,function,Migraine Disability Assessment Questionnaire (MIDAS) change rate,TP1 to TP2,mean ± SD,0.54±0.44,50.0,not_reported,not_reported,not_reported,not_reported,not_reported,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,Disease duration (year),other,not_reported,baseline,mean ± SD,1.20±8.19 (1–10),50.0,not_reported,not_reported,not_reported,not_reported,not_reported,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,Frequency per month (times),symptom_severity,not_reported,baseline (past 4 weeks),mean ± SD,1.46±2.55 (1–4),50.0,not_reported,not_reported,not_reported,not_reported,not_reported,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,Correlation between ALFF value of left middle occipital area and SF-MPQ score at TP1,pain,Short-Form McGill Pain Questionnaire (SF-MPQ),TP1,other,r=0.343; P=0.015,50.0,not_reported,not_reported,r=0.343,bivariate Pearson correlation analysis,P=0.015,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,Correlation between ALFF value of left middle occipital area and MIDAS score at TP1,function,Migraine Disability Assessment Questionnaire (MIDAS),TP1,other,r=0.827; P=0.0036,50.0,not_reported,not_reported,r=0.827,bivariate Pearson correlation analysis,P=0.0036 (also reported as P<0.01 in abstract),Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23840533,arm_group1,Group 1,verum_acupuncture,Correlation between DC value of right inferior temporal area and SF-MPQ score at TP1,pain,Short-Form McGill Pain Questionnaire (SF-MPQ),TP1,other,r=0.371; P=0.008,50.0,not_reported,not_reported,r=0.371,bivariate Pearson correlation analysis,P=0.008,Group 1 (non-menstrual migraine patients),Non-menstrual migraine without aura (MWoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,responder rate (≥50% reduction in number of migraine days),responder,headache diary,after 4 weeks of acupuncture treatment (end of week 8),count,19 responders (46%),41.0,not_reported,"responder rate in acupuncture group was significantly higher than that in sham acupuncture group (P = 0.007, Table S2)",not_reported,not_reported in main text (Table S2 referenced),P = 0.007,41 patients who underwent acupuncture treatment,Migraine without aura (MwoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,difference from baseline in days of migraine,pain,headache diary,week 4 of treatment (end of week 8),mean ± SD,Responders: 4.8 (3.7); Non-responders: 0.5 (2.6),41.0,not_reported as separate within-group statistic,P = 8.253 × 10−5,not_reported,independent two sample t-test,8.253 × 10−5,Responders (n = 19); Non-responders (n = 22),Migraine without aura (MwoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,visual analog scale (VAS),pain,"visual analog scale (VAS, 0 to 10)",baseline (end of week 4),mean ± SD,Responders: 7.7 (1.6); Non-responders: 7.2 (1.5),41.0,not_reported,P = 1.106 × 10−4 (repeated measurement analysis of variance for VAS across time),not_reported,repeated measurement analysis of variance,1.106 × 10−4,Responders (n = 19); Non-responders (n = 22),Migraine without aura (MwoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,visual analog scale (VAS) post-treatment,pain,"visual analog scale (VAS, 0 to 10)",week 4 of treatment (end of week 8),mean ± SD,Responders: 4.0 (2.9); Non-responders: 6.6 (1.6),41.0,Responders: P < 0.001 for post-hoc comparison of pre- vs. post-treatment values,P < 0.05 for post-hoc comparison of responders vs. non-responders in post-treatment values,not_reported,post-hoc comparison (repeated measures ANOVA),responders pre vs. post: P < 0.001; responders vs. non-responders post-treatment: P < 0.05,Responders (n = 19); Non-responders (n = 22),Migraine without aura (MwoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,number of people with acute medication,medication_use,headache diary,baseline (end of week 4),count,Responders: 6 (31.6%); Non-responders: 9 (40.9%),41.0,not_reported,P = 0.536,not_reported,chi-squared test,0.536,Responders (n = 19); Non-responders (n = 22),Migraine without aura (MwoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,number of people with acute medication,medication_use,headache diary,week 4 of treatment (end of week 8),count,Responders: 6 (31.6%); Non-responders: 9 (40.9%),41.0,not_reported,P = 0.536,not_reported,chi-squared test,0.536,Responders (n = 19); Non-responders (n = 22),Migraine without aura (MwoA)
23843881,arm_acupuncture,acupuncture group,verum_acupuncture,days of migraine,symptom_severity,headache diary,baseline (end of week 4),mean ± SD,Responders: 6.9 (5.0); Non-responders: 9.0 (7.6),41.0,not_reported,P = 0.310,not_reported,independent two sample t-test,0.310,Responders (n = 19); Non-responders (n = 22),Migraine without aura (MwoA)
23853664,acu,Acu-group,verum_acupuncture,Montreal Cognitive Assessment (MoCA),cognition,MoCA,Baseline,median [IQR],22.00 (6.00),25.0,not_reported,not_reported,not_reported,Mann–Whitney U test,0.319,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Montreal Cognitive Assessment (MoCA),cognition,MoCA,Baseline,median [IQR],22.00 (6.00),19.0,not_reported,not_reported,not_reported,Mann–Whitney U test,0.319,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Symbol Digit Modalities Test (SDMT),cognition,SDMT,Baseline,median [IQR],52.00 (14.00),25.0,not_reported,not_reported,not_reported,Mann–Whitney U test,0.859,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Symbol Digit Modalities Test (SDMT),cognition,SDMT,Baseline,median [IQR],51.00 (10.00),19.0,not_reported,not_reported,not_reported,Mann–Whitney U test,0.859,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Verbal Fluency Test (VFT),cognition,VFT,Baseline,median [IQR],21.00 (8.00),25.0,not_reported,not_reported,not_reported,Mann–Whitney U test,0.243,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Verbal Fluency Test (VFT),cognition,VFT,Baseline,median [IQR],20.00 (5.00),19.0,not_reported,not_reported,not_reported,Mann–Whitney U test,0.243,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Digit Span Task (DST),cognition,DST,Baseline,mean ± SD,7.36 ± 1.97,25.0,not_reported,not_reported,not_reported,two-sample independent t-test,0.103,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Digit Span Task (DST),cognition,DST,Baseline,mean ± SD,6.47 ± 1.39,19.0,not_reported,not_reported,not_reported,two-sample independent t-test,0.103,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Boston Naming Test (BNT),cognition,BNT,Baseline,mean ± SD,17.96 ± 2.49,25.0,not_reported,not_reported,not_reported,two-sample independent t-test,0.431,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Boston Naming Test (BNT),cognition,BNT,Baseline,mean ± SD,17.36 ± 2.38,19.0,not_reported,not_reported,not_reported,two-sample independent t-test,0.431,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Montreal Cognitive Assessment (MoCA) - pre-to-post change,cognition,MoCA,Post-treatment (after 12 weeks),median [IQR],2.0 (2.0),25.0,Rank: 2.0 (2.0); Percentage: 10.53%,P = 0.015,not_reported,Mann–Whitney U test,0.015,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Montreal Cognitive Assessment (MoCA) - pre-to-post change,cognition,MoCA,Post-treatment (after 12 weeks),median [IQR],1.0 (2.0),19.0,Rank: 1.0 (2.0); Percentage: 6.55%,P = 0.015,not_reported,Mann–Whitney U test,0.015,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Symbol Digit Modalities Test (SDMT) - pre-to-post change,cognition,SDMT,Post-treatment (after 12 weeks),median [IQR],4.0 (2.0),25.0,Rank: 4.0 (2.0); Percentage: 8.15%,P = 0.000,not_reported,Mann–Whitney U test,0.000,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Symbol Digit Modalities Test (SDMT) - pre-to-post change,cognition,SDMT,Post-treatment (after 12 weeks),median [IQR],2.0 (1.0),19.0,Rank: 2.0 (1.0); Percentage: 2.23%,P = 0.000,not_reported,Mann–Whitney U test,0.000,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Verbal Fluency Test (VFT) - pre-to-post change,cognition,VFT,Post-treatment (after 12 weeks),median [IQR],3.0 (1.5),25.0,Rank: 3.0 (1.5); Percentage: 15.56%,P = 0.009,not_reported,Mann–Whitney U test,0.009,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Verbal Fluency Test (VFT) - pre-to-post change,cognition,VFT,Post-treatment (after 12 weeks),median [IQR],2.0 (2.0),19.0,Rank: 2.0 (2.0); Percentage: 9.72%,P = 0.009,not_reported,Mann–Whitney U test,0.009,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Digit Span Task (DST) - pre-to-post change,cognition,DST,Post-treatment (after 12 weeks),median [IQR],2.0 (1.0),25.0,Rank: 2.0 (1.0); Percentage: 35.52%,P = 0.005,not_reported,Mann–Whitney U test,0.005,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Digit Span Task (DST) - pre-to-post change,cognition,DST,Post-treatment (after 12 weeks),median [IQR],1.0 (2.0),19.0,Rank: 1.0 (2.0); Percentage: 32.85%,P = 0.005,not_reported,Mann–Whitney U test,0.005,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,acu,Acu-group,verum_acupuncture,Boston Naming Test (BNT) - pre-to-post change,cognition,BNT,Post-treatment (after 12 weeks),median [IQR],2.0 (2.0),25.0,Rank: 2.0 (2.0); Percentage: 10.86%,P = 0.015,not_reported,Mann–Whitney U test,0.015,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
23853664,con,Con-group,active_control,Boston Naming Test (BNT) - pre-to-post change,cognition,BNT,Post-treatment (after 12 weeks),median [IQR],1.0 (2.0),19.0,Rank: 1.0 (2.0); Percentage: 7.90%,P = 0.015,not_reported,Mann–Whitney U test,0.015,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
24734108,arm_contra,contralateral acupuncture group (contra-group),verum_acupuncture,Visual analogue scale (VAS) for pain,pain,VAS (0–100 mm),Baseline,mean ± SD,"not_reported (stated: no significant differences in VAS between groups at baseline, all p > 0.05)",12.0,not_reported,No significant difference at baseline (p > 0.05),not_reported,independent t-test,p > 0.05,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_ipsi,ipsilateral acupuncture group (ipsi-group),verum_acupuncture,Visual analogue scale (VAS) for pain,pain,VAS (0–100 mm),Baseline,mean ± SD,"not_reported (stated: no significant differences in VAS between groups at baseline, all p > 0.05)",8.0,not_reported,No significant difference at baseline (p > 0.05),not_reported,independent t-test,p > 0.05,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_contra,contralateral acupuncture group (contra-group),verum_acupuncture,"Visual analogue scale (VAS) for pain, change from baseline",pain,VAS (0–100 mm),Post-acupuncture treatment,mean ± SD,-20.42 ± 5.62,12.0,Significantly improved (all p < 0.05),"No significant difference between contra-group and ipsi-group (p = 0.122, two-sample t-test)",not_reported,paired t-test (within group); two-sample t-test (between groups),within group: p < 0.05; between groups: p = 0.122,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_ipsi,ipsilateral acupuncture group (ipsi-group),verum_acupuncture,"Visual analogue scale (VAS) for pain, change from baseline",pain,VAS (0–100 mm),Post-acupuncture treatment,mean ± SD,-8.75 ± 2.27,8.0,Significantly improved (all p < 0.05),"No significant difference between contra-group and ipsi-group (p = 0.122, two-sample t-test)",not_reported,paired t-test (within group); two-sample t-test (between groups),within group: p < 0.05; between groups: p = 0.122,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_contra,contralateral acupuncture group (contra-group),verum_acupuncture,Constant-Murley score (CMS),function,"Constant-Murley score (CMS, 100-point scale)",Baseline,mean ± SD,"not_reported (stated: no significant differences in CMS between groups at baseline, all p > 0.05)",12.0,not_reported,No significant difference at baseline (p > 0.05),not_reported,independent t-test,p > 0.05,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_ipsi,ipsilateral acupuncture group (ipsi-group),verum_acupuncture,Constant-Murley score (CMS),function,"Constant-Murley score (CMS, 100-point scale)",Baseline,mean ± SD,"not_reported (stated: no significant differences in CMS between groups at baseline, all p > 0.05)",8.0,not_reported,No significant difference at baseline (p > 0.05),not_reported,independent t-test,p > 0.05,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_contra,contralateral acupuncture group (contra-group),verum_acupuncture,"Constant-Murley score (CMS), mean change from baseline",function,"Constant-Murley score (CMS, 100-point scale)",Post-acupuncture treatment,mean (SD),15.67 (SD 3.07),12.0,Significantly improved (all p < 0.05),"Significant treatment difference between contra-group and ipsi-group (p = 0.010, two-sample t-test)",not_reported,paired t-test (within group); two-sample t-test (between groups),within group: p < 0.05; between groups: p = 0.010,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24734108,arm_ipsi,ipsilateral acupuncture group (ipsi-group),verum_acupuncture,"Constant-Murley score (CMS), mean change from baseline",function,"Constant-Murley score (CMS, 100-point scale)",Post-acupuncture treatment,mean (SD),4.50 (SD 1.00),8.0,Significantly improved (all p < 0.05),"Significant treatment difference between contra-group and ipsi-group (p = 0.010, two-sample t-test)",not_reported,paired t-test (within group); two-sample t-test (between groups),within group: p < 0.05; between groups: p = 0.010,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
24927275,arm_BP,BP group (BP patients),verum_acupuncture,H-B scale grading,symptom_severity,House–Brackmann (H-B) facial nerve grading scale,Before treatment,count,"Grade I: 0, Grade II: 4, Grade III: 22, Grade IV: 24, Grade V: 5, Grade VI: 0",55.0,not_reported,not_applicable,not_reported,not_reported,not_reported,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,H-B scale grading,symptom_severity,House–Brackmann (H-B) facial nerve grading scale,After treatment (day 28),count,"Grade I: 27, Grade II: 23, Grade III: 3, Grade IV: 2, Grade V: 0, Grade VI: 0",55.0,"significant improvement compared to before treatment, P < 0.05",not_applicable,not_reported,not_reported,P < 0.05,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,Sunnybrook facial nerve rating scale score,function,Sunnybrook facial nerve rating scale,Before treatment,mean ± SD,38.73 ± 10.35,55.0,not_reported,not_applicable,not_reported,not_reported,not_reported,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,Sunnybrook facial nerve rating scale score,function,Sunnybrook facial nerve rating scale,After treatment (day 28),mean ± SD,83.22 ± 13.55,55.0,increased compared to before treatment,not_applicable,not_reported,t/Z = -24.112,0.000,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,FDIP (facial disability index-physical function),function,Facial Disability Index (FDI) - physical function subscale,Before treatment,mean ± SD,19.47 ± 2.31,55.0,not_reported,not_applicable,not_reported,not_reported,not_reported,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,FDIP (facial disability index-physical function),function,Facial Disability Index (FDI) - physical function subscale,After treatment (day 28),mean ± SD,24.29 ± 1.15,55.0,higher than before treatment,not_applicable,not_reported,t/Z = -16.804,0.000,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,FDIS (facial disability index-social/wellbeing function),quality_of_life,Facial Disability Index (FDI) - social/wellbeing function subscale,Before treatment,mean ± SD,10.38 ± 1.45,55.0,not_reported,not_applicable,not_reported,not_reported,not_reported,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,FDIS (facial disability index-social/wellbeing function),quality_of_life,Facial Disability Index (FDI) - social/wellbeing function subscale,After treatment (day 28),mean ± SD,9.82 ± 0.43,55.0,lower than before treatment,not_applicable,not_reported,t/Z = -2.566,0.010,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
24927275,arm_BP,BP group (BP patients),verum_acupuncture,Clinical efficacy based on H-B scale,responder,House–Brackmann (H-B) facial nerve grading scale,After treatment (day 28),count,Cured (H-B Grade I): 27; Markedly effective (H-B Grade II): 23; Effective (H-B Grade III): 3; Ineffective (H-B Grades IV–VI): 2,55.0,not_reported,not_applicable,not_reported,not_reported,not_reported,BP group,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
