pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,baseline_mean,baseline_sd,post_mean,n,higher_is_better,g_raw,g_corrected,source,disease_condition
35557556,arm_groupB,active_control,SAS score,mood,Zung Self-Rating Anxiety Scale (SAS),32.68,5.32,31.07,14,False,0.3026,0.2848,paired_timepoints,Chronic stable angina pectoris (CSAP)
35557556,arm_groupB,active_control,SDS score,mood,Self-Rating Depression Scale (SDS),30.36,5.08,30.54,14,False,-0.0354,-0.0333,paired_timepoints,Chronic stable angina pectoris (CSAP)
35585920,arm_A,verum_acupuncture,NDLQI score,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),77.58,8.41,89.93,18,True,1.4685,1.4027,paired_timepoints,functional dyspepsia (FD)
35585920,arm_A,verum_acupuncture,NDSI score,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),45.67,17.27,20.17,18,False,1.4765,1.4104,paired_timepoints,functional dyspepsia (FD)
35585920,arm_A,verum_acupuncture,SAS score,mood,Self-Rating Anxiety Scale (SAS),40.32,7.68,34.72,18,False,0.7292,0.6965,paired_timepoints,functional dyspepsia (FD)
35585920,arm_A,verum_acupuncture,SDS score,mood,Self-Rating Depression Scale (SDS),41.9,9.11,36.04,18,False,0.6432,0.6144,paired_timepoints,functional dyspepsia (FD)
35585920,arm_A,verum_acupuncture,SID score,symptom_severity,Symptom Index of Dyspepsia (SID),3.89,1.41,1.94,18,False,1.383,1.3211,paired_timepoints,functional dyspepsia (FD)
35585920,arm_B,verum_acupuncture,NDLQI score,quality_of_life,Nepean Dyspepsia Life Quality Index (NDLQI),74.6,11.43,88.88,15,True,1.2493,1.1812,paired_timepoints,functional dyspepsia (FD)
35585920,arm_B,verum_acupuncture,NDSI score,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),41.93,14.07,14.0,15,False,1.9851,1.8768,paired_timepoints,functional dyspepsia (FD)
35585920,arm_B,verum_acupuncture,SAS score,mood,Self-Rating Anxiety Scale (SAS),43.67,9.77,34.0,15,False,0.9898,0.9358,paired_timepoints,functional dyspepsia (FD)
35585920,arm_B,verum_acupuncture,SDS score,mood,Self-Rating Depression Scale (SDS),45.18,10.29,34.67,15,False,1.0214,0.9657,paired_timepoints,functional dyspepsia (FD)
35585920,arm_B,verum_acupuncture,SID score,symptom_severity,Symptom Index of Dyspepsia (SID),3.8,1.42,1.2,15,False,1.831,1.7311,paired_timepoints,functional dyspepsia (FD)
36051643,SA,sham_acupuncture,CMSS-s scores,symptom_severity,Cox Menstrual Symptom Scale-severity subscale (CMSS-s),14.43,3.34,14.5,14,False,-0.021,-0.0197,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,SA,sham_acupuncture,CMSS-t scores,symptom_severity,Cox Menstrual Symptom Scale-time subscale (CMSS-t),18.5,5.24,15.21,14,False,0.6279,0.5909,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,SA,sham_acupuncture,SAS scores,mood,Zung Self-Rating Anxiety Scale (SAS),40.68,8.08,37.38,14,False,0.4084,0.3844,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,SA,sham_acupuncture,SDS scores,mood,Zung Self-Rating Depression Scale (SDS),44.2,9.97,39.91,14,False,0.4303,0.405,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,SA,sham_acupuncture,VAS scores,pain,visual analog scale (VAS),5.93,1.21,5.39,14,False,0.4463,0.42,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,VA,verum_acupuncture,CMSS-s scores,symptom_severity,Cox Menstrual Symptom Scale-severity subscale (CMSS-s),18.5,7.74,12.88,20,False,0.7261,0.6971,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,VA,verum_acupuncture,CMSS-t scores,symptom_severity,Cox Menstrual Symptom Scale-time subscale (CMSS-t),17.85,8.36,13.2,20,False,0.5562,0.534,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,VA,verum_acupuncture,SAS scores,mood,Zung Self-Rating Anxiety Scale (SAS),41.88,4.77,35.44,20,False,1.3501,1.2961,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,VA,verum_acupuncture,SDS scores,mood,Zung Self-Rating Depression Scale (SDS),40.36,6.61,31.75,20,False,1.3026,1.2505,paired_timepoints,Primary dysmenorrhea (PDM)
36051643,VA,verum_acupuncture,VAS scores,pain,visual analog scale (VAS),6.18,0.99,3.35,20,False,2.8586,2.7442,paired_timepoints,Primary dysmenorrhea (PDM)
36890655,arm_AG,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),4.0,1.4814814814814814,2.6666666666666665,60,False,0.9,0.8885,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_PB,placebo,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),4.0,1.4814814814814814,3.3333333333333335,30,False,0.45,0.4383,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_SA,sham_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),4.0,1.4814814814814814,2.6666666666666665,32,False,0.9,0.878,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_SC,medication,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),4.333333333333333,2.222222222222222,2.5,29,False,0.825,0.8027,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_VA,verum_acupuncture,SF-12 score (12-item short-form health survey),quality_of_life,12-item short-form health survey (SF-12),34.416666666666664,5.37037037037037,36.5,28,True,0.3879,0.3771,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_VA,verum_acupuncture,SF-MPQ (short-form McGill pain questionnaire),pain,short-form McGill pain questionnaire (SF-MPQ),9.666666666666666,4.259259259259259,4.75,28,False,1.1543,1.122,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_VA,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),4.0,1.4814814814814814,2.1666666666666665,28,False,1.2375,1.2028,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_VA,verum_acupuncture,WOMAC scores (Western Ontario and McMaster Universities Osteoarthritis Index),function,Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC),29.166666666666668,25.555555555555554,12.5,28,False,0.6522,0.6339,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
36890655,arm_WL,waitlist,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS),3.6666666666666665,1.4814814814814814,2.75,30,False,0.6187,0.6026,paired_timepoints,Knee osteoarthritis (KOA) with knee pain
37383656,SATG,sham_acupuncture,FMA (total),function,Fugl-Meyer Assessment (total),73.14,30.71,80.07,14,True,0.2257,0.2124,paired_timepoints,ischemic stroke with motor dysfunction
37383656,SATG,sham_acupuncture,FMA-LE (FMA for the lower extremity),function,Fugl-Meyer Assessment - Lower Extremity,27.64,7.08,30.64,14,True,0.4237,0.3988,paired_timepoints,ischemic stroke with motor dysfunction
37383656,SATG,sham_acupuncture,FMA-UE (FMA for the upper extremity),function,Fugl-Meyer Assessment - Upper Extremity,45.5,24.49,49.42,14,True,0.1601,0.1506,paired_timepoints,ischemic stroke with motor dysfunction
37383656,SATG,sham_acupuncture,NIHSS,symptom_severity,National Institutes of Health Stroke Scale,3.64,3.24,2.5,14,False,0.3519,0.3312,paired_timepoints,ischemic stroke with motor dysfunction
37383656,TATG,verum_acupuncture,FMA (total),function,Fugl-Meyer Assessment (total),68.73,37.38,76.61,26,True,0.2108,0.2044,paired_timepoints,ischemic stroke with motor dysfunction
37383656,TATG,verum_acupuncture,FMA-LE (FMA for the lower extremity),function,Fugl-Meyer Assessment - Lower Extremity,27.5,7.58,30.19,26,True,0.3549,0.3441,paired_timepoints,ischemic stroke with motor dysfunction
37383656,TATG,verum_acupuncture,FMA-UE (FMA for the upper extremity),function,Fugl-Meyer Assessment - Upper Extremity,41.23,23.87,46.42,26,True,0.2174,0.2108,paired_timepoints,ischemic stroke with motor dysfunction
37383656,TATG,verum_acupuncture,NIHSS,symptom_severity,National Institutes of Health Stroke Scale,3.46,2.42,2.46,26,False,0.4132,0.4007,paired_timepoints,ischemic stroke with motor dysfunction
37721727,arm_IA,verum_acupuncture,Internet Addiction Test score,symptom_severity,Internet Addiction Test (IAT),65.26,14.36,45.85,27,False,1.3517,1.3123,paired_timepoints,Internet addiction (IA)
38027487,arm_ctrl,active_control,Water Swallow Test (WST),function,Water Swallow Test (WST),3.63,0.65,2.88,24,True,-1.1538,-1.1158,paired_timepoints,post-stroke dysphagia
38027487,arm_ctrl,active_control,standardized swallowing assessment (SSA),function,standardized swallowing assessment (SSA),30.08,2.24,26.46,24,True,-1.6161,-1.5628,paired_timepoints,post-stroke dysphagia
38027487,arm_ctrl,active_control,videofluoroscopic swallowing study (VFSS),function,videofluoroscopic swallowing study evaluation (VFSS),3.46,0.88,5.21,24,False,-1.9886,-1.9231,paired_timepoints,post-stroke dysphagia
38027487,arm_ea,verum_acupuncture,Water Swallow Test (WST),function,Water Swallow Test (WST),3.71,0.69,2.21,24,True,-2.1739,-2.1022,paired_timepoints,post-stroke dysphagia
38027487,arm_ea,verum_acupuncture,standardized swallowing assessment (SSA),function,standardized swallowing assessment (SSA),30.42,3.16,24.38,24,True,-1.9114,-1.8484,paired_timepoints,post-stroke dysphagia
38027487,arm_ea,verum_acupuncture,videofluoroscopic swallowing study (VFSS),function,videofluoroscopic swallowing study evaluation (VFSS),3.21,1.18,6.38,24,False,-2.6864,-2.5979,paired_timepoints,post-stroke dysphagia
38245739,arm_group1,verum_acupuncture,MIDAS score,function,Migraine Disability Assessment Questionnaire (MIDAS),14.28,8.9,6.5,50,False,0.8742,0.8607,paired_timepoints,Non-menstrual migraine without aura (MWoA)
38245739,arm_group1,verum_acupuncture,SF-MPQ score,pain,Short-Form McGill Pain Questionnaire (SF-MPQ),19.55,7.55,9.44,50,False,1.3391,1.3185,paired_timepoints,Non-menstrual migraine without aura (MWoA)
38249582,arm_1min,verum_acupuncture,FMA scores,function,Fugl-Meyer motor function assessment (FMA),92.5,3.24,92.8,10,True,0.0926,0.0847,paired_timepoints,Ischemic stroke with motor dysfunction
38249582,arm_1min,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),4.4,2.12,4.3,10,False,0.0472,0.0431,paired_timepoints,Ischemic stroke with motor dysfunction
38249582,arm_2min,verum_acupuncture,FMA scores,function,Fugl-Meyer motor function assessment (FMA),92.3,4.52,92.7,10,True,0.0885,0.0809,paired_timepoints,Ischemic stroke with motor dysfunction
38249582,arm_2min,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),4.6,3.17,4.5,10,False,0.0315,0.0288,paired_timepoints,Ischemic stroke with motor dysfunction
38249582,arm_3min,verum_acupuncture,FMA scores,function,Fugl-Meyer motor function assessment (FMA),92.8,2.57,93.0,10,True,0.0778,0.0712,paired_timepoints,Ischemic stroke with motor dysfunction
38249582,arm_3min,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),4.4,1.96,4.1,10,False,0.1531,0.1399,paired_timepoints,Ischemic stroke with motor dysfunction
38585348,EG,verum_acupuncture,THI scores,symptom_severity,Tinnitus Handicap Inventory (THI),50.56,19.91,25.94,34,False,1.2366,1.2082,paired_timepoints,Subjective tinnitus (ST)
38681626,EAS,verum_acupuncture,HAMA-14 score,symptom_severity,14-item Hamilton Anxiety Scale (HAMA-14),19.28,3.58,8.64,14,False,2.9721,2.7972,paired_timepoints,First-episode major depressive disorder (MDD)
38681626,EAS,verum_acupuncture,HAMD-24 score,symptom_severity,24-item Hamilton Depression Rating Scale (HAMD-24),23.0,3.01,9.28,14,False,4.5581,4.29,paired_timepoints,First-episode major depressive disorder (MDD)
38681626,SAS,sham_acupuncture,HAMA-14 score,symptom_severity,14-item Hamilton Anxiety Scale (HAMA-14),19.42,4.44,12.71,14,False,1.5113,1.4224,paired_timepoints,First-episode major depressive disorder (MDD)
38681626,SAS,sham_acupuncture,HAMD-24 score,symptom_severity,24-item Hamilton Depression Rating Scale (HAMD-24),23.85,3.57,15.42,14,False,2.3613,2.2224,paired_timepoints,First-episode major depressive disorder (MDD)
40584525,arm_sham,sham_acupuncture,MMSE score,cognition,Mini-Mental State Examination (MMSE),25.0,1.81,25.4,15,True,0.221,0.2089,paired_timepoints,amnestic mild cognitive impairment (aMCI)
40584525,arm_sham,sham_acupuncture,MoCA score,cognition,Montreal Cognitive Assessment (MoCA),22.8,3.12,23.07,15,True,0.0865,0.0818,paired_timepoints,amnestic mild cognitive impairment (aMCI)
40584525,arm_true,verum_acupuncture,MMSE score,cognition,Mini-Mental State Examination (MMSE),24.06,1.41,26.17,35,True,1.4965,1.4632,paired_timepoints,amnestic mild cognitive impairment (aMCI)
40584525,arm_true,verum_acupuncture,MoCA score,cognition,Montreal Cognitive Assessment (MoCA),22.31,2.89,24.46,35,True,0.7439,0.7274,paired_timepoints,amnestic mild cognitive impairment (aMCI)
40634927,AG,verum_acupuncture,NRS score,pain,numerical rating scale (NRS),6.0,1.4814814814814814,3.3333333333333335,27,False,1.8,1.7476,paired_timepoints,knee osteoarthritis (KOA)
40634927,AG,verum_acupuncture,STAI-S score,mood,State-Trait Anxiety Scale-State Anxiety Subscale (STAI-S),31.0,5.185185185185185,30.333333333333332,27,False,0.1286,0.1248,paired_timepoints,knee osteoarthritis (KOA)
40634927,AG,verum_acupuncture,WOMAC score,function,Western Ontario and McMaster Osteoarthritis Index (WOMAC),19.0,5.925925925925926,12.56,27,False,1.0867,1.0551,paired_timepoints,knee osteoarthritis (KOA)
40634927,SG,sham_acupuncture,NRS score,pain,numerical rating scale (NRS),5.5,1.8518518518518516,3.8333333333333335,25,False,0.9,0.8716,paired_timepoints,knee osteoarthritis (KOA)
40634927,SG,sham_acupuncture,STAI-S score,mood,State-Trait Anxiety Scale-State Anxiety Subscale (STAI-S),32.36,6.47,32.04,25,False,0.0495,0.0479,paired_timepoints,knee osteoarthritis (KOA)
40634927,SG,sham_acupuncture,WOMAC score,function,Western Ontario and McMaster Osteoarthritis Index (WOMAC),19.333333333333332,10.37037037037037,14.166666666666666,25,False,0.4982,0.4825,paired_timepoints,knee osteoarthritis (KOA)
40847552,arm_nonresponders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,45.74,8.57037037037037,43.75,32,False,0.2322,0.2265,paired_timepoints,Neck pain (NP)
40847552,arm_nonresponders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,0.4666666666666666,0.13333333333333336,0.43333333333333335,32,False,0.25,0.2439,paired_timepoints,Neck pain (NP)
40847552,arm_nonresponders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),5.333333333333333,0.7407407407407407,4.666666666666667,32,False,0.9,0.878,paired_timepoints,Neck pain (NP)
40847552,arm_responders,verum_acupuncture,SAS (Self-Rating Anxiety Scale),mood,SAS,43.333333333333336,6.948148148148144,36.98,48,False,0.9144,0.8997,paired_timepoints,Neck pain (NP)
40847552,arm_responders,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,SDS,0.43333333333333335,0.11111111111111112,0.3733333333333333,48,False,0.54,0.5313,paired_timepoints,Neck pain (NP)
40847552,arm_responders,verum_acupuncture,VAS (Visual Analog Scale),pain,Visual Analog Scale (VAS) (0-10),5.666666666666667,0.7407407407407407,2.86,48,False,3.789,3.7282,paired_timepoints,Neck pain (NP)
40881782,arm_IDSA,verum_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),33.03,12.23,53.23,31,True,1.6517,1.61,paired_timepoints,Bilateral basal ganglia ischemic stroke (BBGIS)
40881782,arm_sham,sham_acupuncture,FMA score,function,Fugl-Meyer Assessment (FMA),34.35,10.8,44.35,31,True,0.9259,0.9026,paired_timepoints,Bilateral basal ganglia ischemic stroke (BBGIS)
40950284,arm_conv,active_control,SAS Score,mood,Self-Rating Anxiety Scale (SAS),50.27,5.96,42.47,100,False,1.3087,1.2988,paired_timepoints,Peripheral facial paralysis (Bell's palsy)
40950284,arm_conv,active_control,SDS Score,mood,Self-Rating Depression Scale (SDS),50.58,4.98,40.15,100,False,2.0944,2.0785,paired_timepoints,Peripheral facial paralysis (Bell's palsy)
40950284,arm_yyhat,verum_acupuncture,SAS Score,mood,Self-Rating Anxiety Scale (SAS),49.39,5.31,41.25,102,False,1.533,1.5215,paired_timepoints,Peripheral facial paralysis (Bell's palsy)
40950284,arm_yyhat,verum_acupuncture,SDS Score,mood,Self-Rating Depression Scale (SDS),49.86,4.85,38.72,102,False,2.2969,2.2798,paired_timepoints,Peripheral facial paralysis (Bell's palsy)
41069516,arm_BP,verum_acupuncture,FDIP (facial disability index-physical function),function,Facial Disability Index (FDI) - physical function subscale,19.47,2.31,24.29,55,False,-2.0866,-2.0575,paired_timepoints,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
41069516,arm_BP,verum_acupuncture,FDIS (facial disability index-social/wellbeing function),quality_of_life,Facial Disability Index (FDI) - social/wellbeing function subscale,10.38,1.45,9.82,55,False,0.3862,0.3808,paired_timepoints,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
41069516,arm_BP,verum_acupuncture,Sunnybrook facial nerve rating scale score,function,Sunnybrook facial nerve rating scale,38.73,10.35,83.22,55,True,4.2986,4.2386,paired_timepoints,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
41310834,arm_acupuncture,verum_acupuncture,ISI (Insomnia Severity Index),symptom_severity,Insomnia Severity Index (ISI),17.3,3.9,9.2,23,False,2.0769,2.0053,paired_timepoints,Chronic insomnia disorder (CID)
41310834,arm_acupuncture,verum_acupuncture,PSQI (Pittsburgh Sleep Quality Index),symptom_severity,Pittsburgh Sleep Quality Index (PSQI),13.3,2.5,7.3,23,False,2.4,2.3172,paired_timepoints,Chronic insomnia disorder (CID)
41310834,arm_acupuncture,verum_acupuncture,SAS (Self-rating Anxiety Scale),mood,Self-rating Anxiety Scale (SAS),50.1,9.6,42.5,23,False,0.7917,0.7644,paired_timepoints,Chronic insomnia disorder (CID)
41310834,arm_acupuncture,verum_acupuncture,SDS (Self-Rating Depression Scale),mood,Self-Rating Depression Scale (SDS),51.7,8.7,49.0,23,False,0.3103,0.2996,paired_timepoints,Chronic insomnia disorder (CID)
41351443,AG,verum_acupuncture,AVLT-H total score (sum of all correct responses in the five recall tests),cognition,Auditory Verbal Learning Test-Huashan version (AVLT-H),26.686,6.623,33.943,35,True,1.0957,1.0714,paired_timepoints,Subjective cognitive decline (SCD)
41351443,SG,sham_acupuncture,AVLT-H total score (sum of all correct responses in the five recall tests),cognition,Auditory Verbal Learning Test-Huashan version (AVLT-H),25.419,9.01,28.903,31,True,0.3867,0.3769,paired_timepoints,Subjective cognitive decline (SCD)
41834818,arm_tx,verum_acupuncture,FMA scores,function,Fugl-Meyer Assessment Scale (FMA),57.86,10.99,76.54,28,True,1.6997,1.6521,paired_timepoints,poststroke motor dysfunction
41834818,arm_tx,verum_acupuncture,MBI scores,function,Modified Barthel Index (MBI),58.04,16.74,71.96,28,True,0.8315,0.8082,paired_timepoints,poststroke motor dysfunction
41834818,arm_tx,verum_acupuncture,NIHSS scores,symptom_severity,National Institute of Health Stroke Scale (NIHSS),6.36,2.08,3.18,28,False,1.5288,1.486,paired_timepoints,poststroke motor dysfunction
42131703,SA,sham_acupuncture,Visual Analog Scale (VAS) score,pain,Visual Analog Scale (VAS),5.47,0.93,4.31,49,False,1.2473,1.2277,paired_timepoints,mechanical neck pain
42131703,VA,verum_acupuncture,Visual Analog Scale (VAS) score,pain,Visual Analog Scale (VAS),5.74,1.02,2.74,49,False,2.9412,2.895,paired_timepoints,mechanical neck pain
