pmid,contrast_id,contrast_label,contrast_type,condition_1_type,condition_2_type,contrast_category,method_category,tissue_level,has_usable_coordinates,n_coordinates,direction,analysis_method,integrated_from
28334999,nc_19_dti_FA_local_ipsilesional_leg_NCS,Correlation: FA change in ipsilesional S1-leg area with median sensory nerve latency change following local acupuncture (null result),within-group longitudinal brain-behavior correlation,verum,baseline,correlation_clinical,correlation_brain_behavior,,True,1,not significant,Pearson correlation between FA change and median sensory nerve latency change,
28334999,nc_20_dti_FA_sham_ipsilesional_leg_NCS,Correlation: FA change in ipsilesional S1-leg area with median sensory nerve latency change following sham acupuncture (null result),within-group longitudinal brain-behavior correlation,sham,baseline,correlation_clinical,correlation_brain_behavior,,True,1,not significant,Pearson correlation between FA change and median sensory nerve latency change,
28334999,nc_21_dti_FA_S1face_no_correlation,Correlation: FA change in S1-face area with median sensory nerve latency change - no significant correlations for any therapy group,within-group longitudinal brain-behavior correlation (null for all groups),verum,baseline,correlation_clinical,correlation_brain_behavior,,False,0,not significant for any therapy group,Pearson correlation between FA change and median sensory nerve latency change,
28334999,16407533_C1,Placebo (post-pre) > Control (post-pre) — within mask and outside mask,activation,sham,rest,sham_post_gt_pre,whole_brain_activation,,True,12,activation,activation,extraction_results.json
28334999,16407533_C2,Control (post-pre) > Placebo (post-pre),activation,rest,sham,deactivation,whole_brain_activation,,True,1,activation,activation,extraction_results.json
28334999,16407533_C3,Correlation: fMRI signal [placebo(post-pre) - control(post-pre)] vs. pain rating difference — negative correlation,activation,sham,rest,correlation_clinical,correlation_brain_behavior,,True,10,deactivation,activation,extraction_results.json
28334999,16407533_C4,Post-treatment high pain: Placebo > Control (within mask and outside mask),activation,sham,rest,sham_post_gt_pre,whole_brain_activation,,True,16,activation,activation,extraction_results.json
33776442,con_ANOVA_3phases,Comparison of ReHo values among the three phases (one-way ANOVA),"one-way ANOVA across Phase I, Phase II, Phase III",verum,not_applicable,other,whole_brain_activation,,True,5,not_reported,"One-way ANOVA model, followed by post hoc t-tests; head motion adjusted as covariate",
33776442,con_P2vsP1_increase,Phase II > Phase I (ReHo increased during EA compared to baseline),"post hoc pairwise t-test: Phase II vs Phase I, increased",verum,baseline,verum_gt_rest,whole_brain_activation,,True,3,increased ReHo in Phase II compared to Phase I,post hoc t-test following one-way ANOVA,
33776442,con_P3vsP2_decrease,Phase III < Phase II (ReHo decreased after needle removal compared to during EA),"post hoc pairwise t-test: Phase III vs Phase II, decreased",verum,verum,deactivation,whole_brain_activation,,True,2,decreased ReHo in Phase III compared to Phase II,post hoc t-test following one-way ANOVA,
33776442,con_P3vsP1_increase,Phase III > Phase I (ReHo increased at sustained effect compared to baseline),"post hoc pairwise t-test: Phase III vs Phase I, increased",verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,3,increased ReHo in Phase III compared to Phase I,post hoc t-test following one-way ANOVA,
33776442,con_P3vsP1_decrease,Phase III < Phase I (ReHo decreased at sustained effect compared to baseline),"post hoc pairwise t-test: Phase III vs Phase I, decreased",verum,baseline,deactivation,whole_brain_activation,,True,2,decreased ReHo in Phase III compared to Phase I,post hoc t-test following one-way ANOVA,
33776442,con_corr_VAS_P3_PoCGR,Correlation: ReHo of right postcentral gyri in Phase III vs VAS scores (positive),Pearson correlation: neural (Phase III ReHo) vs clinical (VAS),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson correlation,
33776442,con_corr_VAS_P3_PoCGL,Correlation: ReHo of left postcentral gyri in Phase III vs VAS scores (positive),Pearson correlation: neural (Phase III ReHo) vs clinical (VAS),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson correlation,
33776442,con_corr_VAS_P3_PCCR,Correlation: ReHo of right posterior cingulate cortex in Phase III vs VAS scores (negative),Pearson correlation: neural (Phase III ReHo) vs clinical (VAS),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,Pearson correlation,
33776442,con_corr_VAS_P3_ANGR,Correlation: ReHo of right angular gyrus in Phase III vs VAS scores (negative),Pearson correlation: neural (Phase III ReHo) vs clinical (VAS),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,Pearson correlation,
33776442,con_corr_VAS_P3_PCUNR,Correlation: ReHo of right precuneus in Phase III vs VAS scores (negative),Pearson correlation: neural (Phase III ReHo) vs clinical (VAS),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,Pearson correlation,
33776442,con_corr_HRSD_P3_PoCGR,Correlation: ReHo of right postcentral gyri in Phase III vs HRSD-17 scores (positive),Pearson correlation: neural (Phase III ReHo) vs clinical (HRSD-17),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson correlation,
33776442,con_corr_HRSD_P3_PoCGL,Correlation: ReHo of left postcentral gyri in Phase III vs HRSD-17 scores (positive),Pearson correlation: neural (Phase III ReHo) vs clinical (HRSD-17),verum,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson correlation,
33776442,con_corr_HRSD_P1_ANGR,Correlation: ReHo of right angular gyrus in Phase I vs HRSD-17 scores (positive),Pearson correlation: neural (Phase I ReHo) vs clinical (HRSD-17),baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson correlation,
33776442,33688186_C1,"ReHo Regions Differences in 3 Phases (One-way ANOVA across Phase I, Phase II, Phase III)",ReHo,baseline,verum,other,whole_brain_activation,,True,5,significant difference among 3 phases,ReHo,peak_only_extract
33776442,33688186_C2,Pairwise Comparison: Phase II vs Phase I (PCUN.R/PCC.R),ReHo,verum,baseline,verum_gt_rest,whole_brain_activation,,True,5,Phase III < Phase II and Phase III < Phase I (decrease from Phase I to Phase III),ReHo,peak_only_extract
33776442,33688186_C3,Pairwise Comparison: Phase III vs Phase II,ReHo,verum,verum,deactivation,whole_brain_activation,,True,2,Phase III < Phase II (decreased),ReHo,peak_only_extract
33776442,33688186_C4,Pairwise Comparison: Phase III vs Phase I,ReHo,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,5,mixed: increased and decreased,ReHo,peak_only_extract
33776442,33688193_C1,ReHo Regions Differences in 3 Phases (One-way ANOVA),ReHo,baseline,verum,other,whole_brain_activation,,True,5,significant difference among 3 phases,ReHo,peak_only_extract
33776442,33688193_C2,Pairwise Comparison Phase III < Phase II (PCUN.R / PCC.R),ReHo,verum,verum,deactivation,whole_brain_activation,,True,2,decreased in Phase III relative to Phase II,ReHo,peak_only_extract
33776442,33688193_C3,Pairwise Comparison Phase III < Phase I (PCUN.R / PCC.R / ANG.R),ReHo,verum,baseline,deactivation,whole_brain_activation,,True,2,decreased in Phase III relative to Phase I,ReHo,peak_only_extract
33776442,33688193_C4,Pairwise Comparison Phase II > Phase I (CAL.R / CUN.R / PoCG.R / PoCG.L),ReHo,verum,baseline,verum_gt_rest,whole_brain_activation,,True,3,increased in Phase II relative to Phase I,ReHo,peak_only_extract
33776442,33688193_C5,Pairwise Comparison Phase III > Phase I (CAL.R / CUN.R / PoCG.R / PoCG.L),ReHo,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,3,increased in Phase III relative to Phase I,ReHo,peak_only_extract
34671239,C1_baseline_ALFF_SDS_corr,Correlation between ALFF value in right precuneus and SDS in MMoA patients at baseline,Positive correlation between ALFF and SDS scores,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,True,1,Positive correlation,"Pearson correlation analysis (voxel-wise); covariates: age, height, weight",
34671239,C2_baseline_ALFF_VAS_corr,Correlation between ALFF value in right middle temporal gyrus and VAS in MMoA patients at baseline,Negative correlation between ALFF and VAS scores,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,True,1,Negative correlation,"Pearson correlation analysis (voxel-wise); covariates: age, height, weight",
34671239,C3_TA_post_pre_ALFF_increase,ALFF increases in MMoA patients after true acupuncture treatment (post vs. pre),Within-group post-treatment minus pre-treatment increase in ALFF,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,1,Increase (post > pre),Paired t-test on ALFF differences (post-treatment minus pre-treatment),
34671239,C4_TA_post_pre_ALFF_decrease,ALFF decreases in MMoA patients after true acupuncture treatment (post vs. pre),Within-group post-treatment minus pre-treatment decrease in ALFF,verum,baseline,deactivation,whole_brain_activation,,True,2,Decrease (post < pre),Paired t-test on ALFF differences (post-treatment minus pre-treatment),
34671239,C5_TA_post_pre_ReHo_increase,ReHo increases in MMoA patients after true acupuncture treatment (post vs. pre),Within-group post-treatment minus pre-treatment increase in ReHo,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,3,Increase (post > pre),Paired t-test on ReHo differences (post-treatment minus pre-treatment),
34671239,C6_TA_post_pre_ReHo_decrease,ReHo decreases in MMoA patients after true acupuncture treatment (post vs. pre),Within-group post-treatment minus pre-treatment decrease in ReHo,verum,baseline,deactivation,whole_brain_activation,,True,1,Decrease (post < pre),Paired t-test on ReHo differences (post-treatment minus pre-treatment),
34671239,C7_SA_post_pre_ALFF_increase,ALFF increases in MMoA patients after sham acupuncture treatment (post vs. pre),Within-group post-treatment minus pre-treatment increase in ALFF,sham,baseline,sham_post_gt_pre,whole_brain_activation,1.0,True,2,Increase (post > pre),Paired t-test on ALFF differences (post-treatment minus pre-treatment),
34671239,C8_SA_post_pre_ReHo_increase,ReHo increases in MMoA patients after sham acupuncture treatment (post vs. pre),Within-group post-treatment minus pre-treatment increase in ReHo,sham,baseline,sham_post_gt_pre,whole_brain_activation,1.0,True,1,Increase (post > pre),Paired t-test on ReHo differences (post-treatment minus pre-treatment),
34671239,C9_TA_ACC_ALFF_SAS_corr,Correlation between altered ALFF values in left ACC and improvements in SAS scores in the TA group,Positive correlation between post-pre ALFF change in left ACC and decrease in SAS scores,verum,baseline,correlation_clinical,correlation_brain_behavior,,False,1,Positive correlation,"Pearson correlation analysis (voxel-wise); covariates: age, height, weight",
34671239,C10_TA_ACC_ALFF_SDS_corr,Correlation between altered ALFF values in left ACC and improvements in SDS scores in the TA group,Positive correlation between post-pre ALFF change in left ACC and decrease in SDS scores,verum,baseline,correlation_clinical,correlation_brain_behavior,,False,1,Positive correlation,"Pearson correlation analysis (voxel-wise); covariates: age, height, weight",
34671239,C11_SA_no_brain_clinical_corr,No significant correlations observed between brain regions and clinical variables in the SA group,Null result: correlation between ALFF/ReHo changes and clinical variables in SA group,sham,baseline,correlation_clinical,correlation_brain_behavior,1.0,False,0,not_applicable (null result),"Pearson correlation analysis (voxel-wise); covariates: age, height, weight",
34671239,34616269_C1,Baseline ALFF values in patients with MMoA,ALFF,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,True,2,correlation with clinical variables at baseline,ALFF,peak_only_extract
34671239,34616269_C2,ALFF and ReHo changes in patients with MMoA after TA - ALFF,ALFF,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,3,post minus pre,ALFF,peak_only_extract
34671239,34616269_C3,ALFF and ReHo changes in patients with MMoA after TA - ReHo,ReHo,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,4,post minus pre,ReHo,peak_only_extract
34671239,34616269_C4,ALFF and ReHo changes in patients with MMoA after SA - ALFF,ALFF,sham,baseline,sham_post_gt_pre,whole_brain_activation,,True,2,post minus pre,ALFF,peak_only_extract
34671239,34616269_C5,ALFF and ReHo changes in patients with MMoA after SA - ReHo,ReHo,sham,baseline,sham_post_gt_pre,whole_brain_activation,,True,1,post minus pre,ReHo,peak_only_extract
34671239,34616274_C2,ALFF and ReHo changes in patients with MMoA after TA,ALFF,verum,baseline,verum_post_gt_pre,whole_brain_activation,,True,3,post minus pre,ALFF,peak_only_extract
34671239,19501656_SR_C1,SA post-treatment vs pre-treatment (ALFF changes),ALFF,sham,baseline,sham_post_gt_pre,whole_brain_activation,,True,2,activation,ALFF,sham_rest_extract
34671239,19501656_SR_C2,SA post-treatment vs pre-treatment (ReHo changes),ReHo,sham,baseline,sham_post_gt_pre,whole_brain_activation,,True,1,activation,ReHo,sham_rest_extract
9482939,con_001,Visual stimulation of the eye – activation of visual cortex,task activation (on vs off),rest,rest,other,whole_brain_activation,,False,1,activation (signal intensity increase),correlation coefficient (cc) method for each pixel using box-car waveform as reference; activated pixels superimposed on anatomical images; time-course data derived by summing all activated data on each image,
9482939,con_002,Acupuncture stimulation at VA1 – activation of occipital lobes,task activation (stimulation vs nonstimulation),verum,rest,verum_gt_rest,whole_brain_activation,,False,1,activation (positive correlation/'yin' character) and deactivation (negative correlation/'yang' character),correlation coefficient (cc) method for each pixel using box-car waveform as reference; activated pixels superimposed on anatomical images; time-course data derived by summing all activated data on each image,
9482939,con_003,Nonacupoint stimulation (control) – no activation in occipital lobes,control condition (no activation observed),sham,not_applicable,sham_gt_rest,whole_brain_activation,1.0,False,1,no activation (null result),correlation coefficient (cc) method; same paradigm as acupuncture and visual experiments,
9482939,con_004,"Acupuncture stimulation at VA1, VA2, VA3, VA8 – relative activation of occipital lobes",comparison of activation across vision-related acupoints,verum,rest,verum_gt_rest,whole_brain_activation,,False,1,"activation in primary visual cortex (V-1) for VA1, VA3, VA8; VA2 did not activate the primary visual cortex","correlation coefficient (cc) method; activation maps compared across VA1, VA2, VA3, VA8 and reference visual stimulation",
9482939,con_005,Acupuncture stimulation VA1 – 'yin' character subjects: positive signal intensity correlation with visual stimulation,subgroup activation analysis (yin character),verum,not_applicable,verum_gt_rest,whole_brain_activation,,False,1,positive (same direction as visual stimulation),correlation coefficient (cc); time-course signal intensity compared; yin subjects show same direction signal intensity variation as visual stimulation,
9482939,con_006,Acupuncture stimulation VA1 – 'yang' character subjects: negative signal intensity correlation with visual stimulation,subgroup activation analysis (yang character),verum,not_applicable,deactivation,whole_brain_activation,,False,1,negative (opposite direction to visual stimulation),correlation coefficient (cc); time-course signal intensity compared; yang subjects show opposite signal intensity variation compared to visual stimulation,
29763448,con_01_ALFF_ADvsHC_baseline,"Between-group differences in AD and HC before acupuncture (AD vs HC, decreased ALFF)",between-group ALFF comparison at baseline resting state (AD < HC),baseline,baseline,group_comparison,whole_brain_activation,,True,2,decreased ALFF in AD patients compared to HC,"two-sample t test with age, gender, education level and mean FDR as covariates",
29763448,con_02_ALFF_ADvsHC_increased,"Between-group differences in AD and HC before acupuncture (AD vs HC, increased ALFF)",between-group ALFF comparison at baseline resting state (AD > HC),baseline,baseline,group_comparison,whole_brain_activation,,True,5,increased ALFF in AD patients compared to HC,"two-sample t test with age, gender, education level and mean FDR as covariates",
29763448,con_03_ALFF_post_vs_pre_AD_increased,ALFF changes between post-acupuncture and pre-acupuncture in AD patients (increased ALFF),within-subject pre vs post acupuncture ALFF comparison in AD patients (post > pre),verum,baseline,verum_post_gt_pre,roi_fc,,False,0,increased ALFF after acupuncture in AD patients,paired-samples t test analysis; ROI seeds selected from seven significantly changed ALFF regions (AD vs HC at baseline),
29763448,con_04_ALFF_post_vs_pre_AD_decreased,ALFF changes between post-acupuncture and pre-acupuncture in AD patients (decreased ALFF),within-subject pre vs post acupuncture ALFF comparison in AD patients (post < pre),verum,baseline,verum_post_gt_pre,roi_fc,,False,0,decreased ALFF after acupuncture in AD patients,paired-samples t test analysis; ROI seeds selected from seven significantly changed ALFF regions (AD vs HC at baseline),
29763448,con_05_ALFF_post_vs_pre_AD_no_change,ALFF changes between post-acupuncture and pre-acupuncture in AD patients (no significant difference),within-subject pre vs post acupuncture ALFF comparison in AD patients (non-significant),verum,baseline,other,roi_fc,,False,0,no significant difference between post-acupuncture and pre-acupuncture stages,paired-samples t test analysis,
29763448,con_06_FC_hippo_precentral_post_vs_pre_AD,FC differences between pre-acupuncture and post-acupuncture in AD patients (increased hippocampal connectivity),seed-based functional connectivity; post-acupuncture vs pre-acupuncture in AD patients,verum,baseline,verum_post_gt_pre,seed_based_fc,,True,1,increased connectivity between right hippocampus and left precentral gyrus after acupuncture,seed-based interregional correlation analysis; independent-samples t-test run for each ROI (pre-acupuncture versus post-acupuncture); z values extracted for pre-acupuncture and post-acupuncture stages,
29763448,con_07_corr_SCC_MMSE,Correlation between MMSE scores and ALFF values of the SCC in AD patients,partial correlation; clinical variable vs ALFF in AD patients,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,"partial correlation analysis with age, gender and education as nuisance covariates",
29763448,con_08_corr_SCC_MoCA,Correlation between MoCA scores and ALFF values of the SCC in AD patients,partial correlation; clinical variable vs ALFF in AD patients,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,"partial correlation analysis with age, gender and education as nuisance covariates",
29763448,con_09_corr_hippo_AVLT,Correlation between AVLT scores and ALFF values of the right hippocampus in AD patients,partial correlation; clinical variable vs ALFF in AD patients,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,"partial correlation analysis with age, gender and education as nuisance covariates",
29763448,con_10_corr_ITG_AVLT,Correlation between AVLT scores and ALFF values of the right inferior temporal gyrus in AD patients,partial correlation; clinical variable vs ALFF in AD patients,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,"partial correlation analysis with age, gender and education as nuisance covariates",
29763448,con_11_corr_FC_hippo_precentral_AVLT,Correlation between AVLT scores and connectivity of the right hippocampus and left precentral gyrus in AD patients,partial correlation; clinical variable vs functional connectivity in AD patients,not_applicable,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,"partial correlation analysis with age, gender and education as nuisance covariates",
29763448,19014532_C1,BLOCK acupuncture stimulation (deactivation),activation,verum,rest,deactivation,whole_brain_activation,,True,19,deactivation,activation,extraction_results.json
35153654,nc_sfc_pre_vs_control,SFC chronic tinnitus patients before acupuncture vs normal subjects,between-group comparison,baseline,rest,group_comparison,seed_based_fc,,False,0,No significant difference found after FDR correction,"General linear model (GLM) with age, sex, and mean FD as covariates; FDR correction",
35153654,nc_sfc_pre_vs_post,SFC chronic tinnitus patients before vs after acupuncture,within-group pre vs post comparison,baseline,verum,verum_post_gt_pre,seed_based_fc,,False,0,decreased after acupuncture,"paired Student's t-test; GLM with age, sex, and mean FD as covariates",
35153654,nc_dfc_sd_tinnitus_vs_control,DFC-SD between chronic tinnitus patients before acupuncture and normal subjects: SMA.L-SFGmed.L,between-group comparison,baseline,rest,group_comparison,seed_based_fc,,False,0,higher in chronic tinnitus patients before acupuncture than normal subjects,"General linear model (GLM) with age, sex, and mean FD as covariates; FDR correction",
35153654,nc_alfffc_tinnitus_vs_control,ALFF-FC between chronic tinnitus patients before acupuncture and normal subjects: SMA.L-SFGmed.L,between-group comparison,baseline,rest,group_comparison,seed_based_fc,,False,0,higher in chronic tinnitus patients before acupuncture than normal subjects,"General linear model (GLM) with age, sex, and mean FD as covariates; FDR correction",
35153654,nc_corr_alfffc_hearingR,Correlation of ALFF-FC (SMA.L-SFGmed.L) with hearing level of right ear in tinnitus patients before acupuncture,correlation analysis,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson's correlation coefficient,
35153654,nc_dfcstr_pre_vs_post,DFC-Str chronic tinnitus patients before vs after acupuncture: left PCC and right ANG,within-group pre vs post comparison,baseline,verum,verum_post_gt_pre,seed_based_fc,,False,0,decreased after acupuncture,"General linear model (GLM) with age, sex, and mean FD as covariates",
35153654,nc_corr_dfcstr_tdi,Correlation of decreased DFC-Str (left PCC - right ANG) with decreased TDI scores in chronic tinnitus patients before and after acupuncture,correlation analysis,baseline,verum,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Spearman's correlation coefficient,
35153654,nc_tp_s2s3_tinnitus_vs_control,Transition probability from state 2 to state 3: chronic tinnitus patients before acupuncture vs normal subjects,between-group comparison,baseline,rest,group_comparison,network_ica,,False,0,higher in chronic tinnitus patients before acupuncture,"GLM with age, sex, mean FD as covariates; two-sample t-test; uncorrected",
35153654,nc_corr_tp_s2s3_thi,Correlation of TP from state 2 to state 3 with THI in chronic tinnitus patients before acupuncture,correlation analysis,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson's correlation coefficient,
35153654,nc_corr_tp_s2s3_vas,Correlation of TP from state 2 to state 3 with VAS in chronic tinnitus patients before acupuncture,correlation analysis,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson's correlation coefficient,
35153654,nc_corr_tp_s2s3_khq,Correlation of TP from state 2 to state 3 with KHQ in chronic tinnitus patients before acupuncture,correlation analysis,baseline,not_applicable,correlation_clinical,correlation_brain_behavior,,False,0,positive correlation,Pearson's correlation coefficient,
35153654,nc_tp_s3s1_pre_vs_post,Transition probability from state 3 (hyper-connected pattern) to state 1 (hypo-connected pattern): chronic tinnitus patients before vs after acupuncture,within-group pre vs post comparison,baseline,verum,verum_post_gt_pre,network_ica,,False,0,increased after acupuncture (TP from hyper-connected to hypo-connected state increased),"GLM with age, sex, mean FD as covariates; uncorrected",
35153654,nc_corr_tp_s3s1_tdi,Correlation of TP from state 3 to state 1 with TDI scores combining chronic tinnitus patients before and after acupuncture,correlation analysis,baseline,verum,correlation_clinical,correlation_brain_behavior,,False,0,negative correlation,Spearman's correlation coefficient,
19559684,con_GLM_acu_LI4_deact,BOLD deactivation during manual acupuncture at LI4,needle manipulation vs. needle in place (baseline),verum,rest,deactivation,whole_brain_activation,,False,0,deactivation (signal decrease),General linear model (GLM) using AFNI 3dDeconvolve,
19559684,con_GLM_acu_ST36_deact,BOLD deactivation during manual acupuncture at ST36,needle manipulation vs. needle in place (baseline),verum,rest,deactivation,whole_brain_activation,,False,0,deactivation (signal decrease),General linear model (GLM) using AFNI 3dDeconvolve,
19559684,con_GLM_acu_LV3_deact,BOLD deactivation during manual acupuncture at LV3,needle manipulation vs. needle in place (baseline),verum,rest,deactivation,whole_brain_activation,,False,0,deactivation (signal decrease),General linear model (GLM) using AFNI 3dDeconvolve,
19559684,con_GLM_acu_vs_tactile_deact,Acupuncture vs. tactile stimulation: deactivation network (task-negative),"paired t-test, acupuncture vs. tactile stimulation, deactivation network",verum,sham,verum_gt_sham,whole_brain_activation,,True,29,deactivation (signal decrease); acupuncture > tactile stimulation in extent and magnitude,Paired voxel by voxel t-test (AFNI); GLM,
19559684,con_GLM_acu_vs_tactile_act,Acupuncture vs. tactile stimulation: activation network (task-positive),"paired t-test, acupuncture vs. tactile stimulation, activation network",verum,sham,verum_gt_sham,whole_brain_activation,,True,10,activation (signal increase),Paired voxel by voxel t-test (AFNI); GLM,
19559684,con_GLM_deqi_vs_pain_deact,Deqi vs. deqi plus sharp pain: deactivation network,"two sample t-test, deqi vs. deqi mixed with sharp pain, deactivation network",verum,verum,correlation_deqi,whole_brain_activation,,True,20,"deactivation attenuated or reversed in presence of sharp pain; hypothalamus, left amygdala and cerebellar vermis became activated in pain condition","Standard voxel by voxel two sample t-test (3dttest, AFNI)",
19559684,con_GLM_deqi_vs_pain_act,Deqi vs. deqi plus sharp pain: activation network,"two sample t-test, deqi vs. deqi mixed with sharp pain, activation network",verum,verum,correlation_deqi,whole_brain_activation,,True,8,activation augmented in pain; right anterior insula activation attenuated in pain,"Standard voxel by voxel two sample t-test (3dttest, AFNI)",
19559684,con_CCA_deact_postCBA31_acu,"CCA deactivation network: seed postC_BA31 right, acupuncture","Seed-based cross correlation analysis, deactivation network, acupuncture",verum,rest,deactivation,seed_based_fc,,False,0,coherent deactivation,"Seed-based cross correlation analysis (CCA) using average time-course of seed region; band-pass filtered 0.003-0.08 Hz; global signal regression; Fisher r-to-z transformation; t-test across subjects (3dfim+, 3dttest, AFNI)",
19559684,con_CCA_deact_SG25_acu,"CCA deactivation network: seed SG25 right, acupuncture","Seed-based cross correlation analysis, deactivation network, acupuncture",verum,rest,deactivation,seed_based_fc,,False,0,coherent deactivation,Seed-based CCA; band-pass filtered 0.003-0.08 Hz; global signal regression,
19559684,con_CCA_deact_Amy_acu,"CCA deactivation network: seed amygdala right, acupuncture","Seed-based cross correlation analysis, deactivation network, acupuncture, amygdala seed",verum,rest,deactivation,seed_based_fc,,False,0,coherent deactivation; amygdala demonstrated weakest regional coherence among all seeds tested,Seed-based CCA; band-pass filtered 0.003-0.08 Hz; global signal regression,
19559684,con_CCA_deact_Hypo_acu,"CCA deactivation network: seed hypothalamus right, acupuncture","Seed-based cross correlation analysis, deactivation network, acupuncture, hypothalamus seed",verum,rest,deactivation,seed_based_fc,,False,0,coherent deactivation; strong coherence with orbitofrontal cortex and subgenual areas; no significant signal change or regional correlations in tactile stimulation,Seed-based CCA; band-pass filtered 0.003-0.08 Hz; global signal regression,
19559684,con_CCA_act_SII_acu,"CCA activation network: seed left SII (contralateral), acupuncture vs. tactile stimulation","Seed-based cross correlation analysis, activation network, acupuncture vs. tactile stimulation",verum,sham,verum_gt_sham,seed_based_fc,,False,0,activation; right anterior insula and antero-middle cingulate seen in acupuncture but not tactile stimulation,Seed-based CCA; band-pass filtered 0.003-0.08 Hz; global signal regression,
19559684,con_CCA_act_ant_insula_acu,"CCA activation network: seed right anterior insula, acupuncture","Seed-based cross correlation analysis, activation network, right anterior insula seed, acupuncture",verum,rest,verum_gt_rest,seed_based_fc,,False,0,"positive correlations with SII, thalamus, midC, postC_BA23, BA22; negative correlations with MPFC, MPC, MTL; no significant signal change or regional correlations in tactile stimulation",Seed-based CCA; band-pass filtered 0.003-0.08 Hz; global signal regression,
19559684,con_pICA_deact_acu,"pICA deactivation network, acupuncture","Probabilistic independent component analysis (pICA), deactivation network, acupuncture",verum,rest,deactivation,network_ica,,False,0,deactivation,Probabilistic independent component analysis (pICA) by MELODIC (FSL); Tensorial ICA; band-pass filtered 0.003-0.08 Hz; global signal regressed; mixture model-based inference 0.5,
19559684,con_pICA_act_acu,"pICA activation network, acupuncture","Probabilistic independent component analysis (pICA), activation network, acupuncture",verum,rest,verum_gt_rest,network_ica,,False,0,activation,Probabilistic independent component analysis (pICA) by MELODIC (FSL); Tensorial ICA; band-pass filtered 0.003-0.08 Hz; global signal regressed,
19559684,19591815_C1,Table 1 - Acupuncture: Deactivation Network,activation,verum,rest,deactivation,whole_brain_activation,,True,29,deactivation (signal decrease),activation,peak_only_extract
19559684,19591815_C2,Table 1 - Acupuncture: Activation Network,activation,verum,rest,verum_gt_rest,whole_brain_activation,,True,10,activation (signal increase),activation,peak_only_extract
19559684,19591815_C3,Table 1 - Tactile Stimulation: Deactivation Network,activation,sham,rest,verum_gt_sham,whole_brain_activation,3.0,True,25,deactivation (signal decrease),activation,peak_only_extract
19559684,19591815_C4,Table 1 - Tactile Stimulation: Activation Network,activation,sham,rest,verum_gt_sham,whole_brain_activation,3.0,True,4,activation (signal increase),activation,peak_only_extract
19559684,19591815_C5,Table 2A - Deqi vs Deqi+Pain: Deactivation Network,activation,verum,verum,correlation_deqi,whole_brain_activation,,True,36,deactivation attenuated by pain (deqi > mixed),activation,peak_only_extract
19559684,19591815_C6,Table 2B - Deqi vs Deqi+Pain: Activation Network,activation,verum,verum,correlation_deqi,whole_brain_activation,,True,15,activation network comparison,activation,peak_only_extract
24459533,contrast_ReHo_FD_post_vs_pre,ReHo changes in FD patients after acupuncture (postacupuncture minus preacupuncture),within-group pre vs post,verum,baseline,verum_post_gt_pre,whole_brain_activation,,False,9,both increase and decrease reported separately,paired t-test (postacupuncture minus preacupuncture),
24459533,contrast_ReHo_HC_post_vs_pre,ReHo changes in HC after acupuncture (postacupuncture minus preacupuncture),within-group pre vs post,verum,baseline,verum_post_gt_pre,whole_brain_activation,,False,6,both increase and decrease reported separately,paired t-test (postacupuncture minus preacupuncture),
